sensor_id,aircraft_id,event_timestamp,sensor_type,sensor_value,unit,anomaly_status
SN000000328,AC00445,2026-05-08 10:15:00,EngineTemp,88.88,C,Normal
SN000000329,AC00473,2026-01-13 18:38:00,FuelFlow,3184.27,kg/h,Normal
SN000000330,AC00538,2026-01-29 16:44:00,CabinPressure,7.81,psi,Normal
SN000000331,AC00323,2026-03-03 05:31:00,Vibration,2.95,mm/s,Normal
SN000000332,AC01184,2026-02-13 16:25:00,CabinPressure,8.03,psi,Normal
SN000000333,AC00421,2026-04-01 20:15:00,Vibration,5.62,mm/s,Normal
SN000000334,AC00366,2026-02-28 14:01:00,FuelFlow,958.97,kg/h,Normal
SN000000335,AC01006,2026-04-15 10:07:00,FuelFlow,2086.13,kg/h,Normal
SN000000336,AC00598,2026-03-18 17:38:00,CabinPressure,7.99,psi,Normal
SN000000337,AC00107,2026-01-14 01:04:00,OilPressure,70.3,psi,Normal
SN000000338,AC00477,2026-04-06 04:14:00,CabinPressure,8.52,psi,Normal
SN000000339,AC00613,2026-05-26 15:40:00,HydraulicPressure,3179.38,psi,Normal
SN000000340,AC00182,2026-02-12 16:53:00,HydraulicPressure,1998.38,psi,Normal
SN000000341,AC00071,2026-02-01 13:11:00,HydraulicPressure,2574.26,psi,Normal
SN000000342,AC00573,2026-04-23 04:25:00,Vibration,7.26,mm/s,Normal
SN000000343,AC00734,2026-04-25 01:18:00,OilPressure,43.38,psi,Normal
SN000000344,AC00275,2026-02-12 13:52:00,EngineTemp,56.6,C,Warning
SN000000345,AC00597,2026-01-31 19:50:00,HydraulicPressure,3126.42,psi,Normal
SN000000346,AC00982,2026-04-27 20:24:00,HydraulicPressure,2058.43,psi,Normal
SN000000347,AC00911,2026-02-21 11:52:00,Vibration,4.19,mm/s,Normal
SN000000348,AC00745,2026-03-14 14:10:00,CabinPressure,8.56,psi,Normal
SN000000349,AC01087,2026-06-07 22:00:00,HydraulicPressure,2295.97,psi,Normal
SN000000350,AC00449,2026-05-16 21:30:00,Vibration,4.74,mm/s,Normal
SN000000351,AC00175,2026-03-15 15:21:00,Vibration,3.47,mm/s,Normal
SN000000352,AC00149,2026-01-01 06:25:00,HydraulicPressure,2717.83,psi,Warning
SN000000353,AC00354,2026-06-04 13:07:00,OilPressure,35.41,psi,Normal
SN000000354,AC01075,2026-06-07 05:48:00,CabinPressure,7.71,psi,Normal
SN000000355,AC00776,2026-02-26 08:30:00,EngineTemp,78.81,C,Normal
SN000000356,AC00721,2026-05-04 11:10:00,CabinPressure,7.88,psi,Normal
SN000000357,AC01153,2026-05-18 03:05:00,CabinPressure,8.01,psi,Normal
SN000000358,AC00719,2026-01-07 10:58:00,CabinPressure,8.53,psi,Normal
SN000000359,AC00009,2026-04-29 16:27:00,Vibration,1.66,mm/s,Normal
SN000000360,AC00918,2026-04-01 12:46:00,CabinPressure,7.48,psi,Normal
SN000000361,AC01045,2026-02-24 21:13:00,CabinPressure,7.04,psi,Normal
SN000000362,AC00392,2026-04-25 18:05:00,HydraulicPressure,2200.62,psi,Normal
SN000000363,AC01035,2026-05-05 22:26:00,EngineTemp,92.9,C,Normal
SN000000364,AC00397,2026-05-21 05:34:00,Vibration,3.79,mm/s,Normal
SN000000365,AC00809,2026-06-05 05:59:00,CabinPressure,8.01,psi,Normal
SN000000366,AC00004,2026-06-19 07:44:00,CabinPressure,7.91,psi,Normal
SN000000367,AC00032,2026-03-09 10:16:00,EngineTemp,110.44,C,Normal
SN000000368,AC00232,2026-03-24 11:13:00,FuelFlow,1644.25,kg/h,Normal
SN000000369,AC01103,2026-04-09 22:33:00,FuelFlow,1599.09,kg/h,Warning
SN000000370,AC00343,2026-06-29 08:02:00,FuelFlow,1505.11,kg/h,Normal
SN000000371,AC00404,2026-02-13 16:52:00,Vibration,4.99,mm/s,Normal
SN000000372,AC01103,2026-02-19 02:47:00,CabinPressure,8.09,psi,Normal
SN000000373,AC00195,2026-03-27 01:18:00,EngineTemp,87.3,C,Normal
SN000000374,AC00551,2026-03-31 18:13:00,CabinPressure,7.78,psi,Normal
SN000000375,AC00521,2026-02-12 00:50:00,HydraulicPressure,3007.04,psi,Normal
SN000000376,AC00392,2026-05-31 22:47:00,CabinPressure,8.52,psi,Normal
SN000000377,AC00477,2026-06-28 20:56:00,CabinPressure,8.48,psi,Normal
SN000000378,AC00133,2026-04-23 21:52:00,HydraulicPressure,2430.64,psi,Normal
SN000000379,AC00224,2026-04-11 10:06:00,FuelFlow,550.11,kg/h,Normal
SN000000380,AC00074,2026-04-27 08:27:00,CabinPressure,11.52,psi,Critical
SN000000381,AC00857,2026-06-06 00:10:00,Vibration,5.5,mm/s,Normal
SN000000382,AC00425,2026-05-04 08:37:00,HydraulicPressure,2775.81,psi,Normal
SN000000383,AC01016,2026-03-28 00:20:00,OilPressure,49.77,psi,Normal
SN000000384,AC00732,2026-04-25 00:32:00,OilPressure,55.16,psi,Normal
SN000000385,AC00026,2026-04-04 07:06:00,EngineTemp,86.57,C,Normal
SN000000386,AC00727,2026-06-14 20:25:00,EngineTemp,98.13,C,Normal
SN000000387,AC01187,2026-02-27 04:23:00,CabinPressure,8.35,psi,Normal
SN000000388,AC00746,2026-04-02 02:48:00,OilPressure,38.24,psi,Normal
SN000000389,AC00909,2026-03-18 22:41:00,CabinPressure,7.4,psi,Normal
SN000000390,AC00167,2026-03-07 10:19:00,FuelFlow,2588.86,kg/h,Normal
SN000000391,AC00156,2026-05-20 18:36:00,Vibration,1.37,mm/s,Normal
SN000000392,AC01074,2026-01-16 18:52:00,FuelFlow,607.09,kg/h,Normal
SN000000393,AC01077,2026-06-13 19:41:00,OilPressure,42.66,psi,Warning
SN000000394,AC00341,2026-01-15 01:35:00,FuelFlow,1649.37,kg/h,Normal
SN000000395,AC00743,2026-06-30 08:34:00,Vibration,5.9,mm/s,Normal
SN000000396,AC00586,2026-02-05 20:08:00,EngineTemp,85.18,C,Normal
SN000000397,AC00637,2026-05-02 03:29:00,FuelFlow,2521.14,kg/h,Normal
SN000000398,AC00286,2026-03-24 22:46:00,Vibration,3.31,mm/s,Normal
SN000000399,AC00885,2026-01-22 16:12:00,Vibration,0.27,mm/s,Normal
SN000000400,AC00713,2026-05-02 16:28:00,FuelFlow,1558.21,kg/h,Normal
SN000000401,AC00606,2026-04-02 23:34:00,Vibration,0.75,mm/s,Normal
SN000000402,AC01119,2026-01-23 21:25:00,Vibration,3.1,mm/s,Normal
SN000000403,AC00513,2026-04-22 21:36:00,Vibration,5.4,mm/s,Normal
SN000000404,AC00149,2026-05-12 08:59:00,OilPressure,50.22,psi,Normal
SN000000405,AC00873,2026-05-11 07:56:00,HydraulicPressure,1836.43,psi,Warning
SN000000406,AC00221,2026-01-20 07:54:00,HydraulicPressure,2599.81,psi,Normal
SN000000407,AC00788,2026-06-04 05:59:00,EngineTemp,106.57,C,Normal
SN000000408,AC00102,2026-04-03 07:23:00,OilPressure,46.08,psi,Normal
SN000000409,AC00403,2026-04-10 13:23:00,CabinPressure,7.73,psi,Normal
SN000000410,AC00571,2026-04-23 07:32:00,EngineTemp,80.51,C,Normal
SN000000411,AC01152,2026-06-20 17:43:00,EngineTemp,97.32,C,Normal
SN000000412,AC00383,2026-03-11 09:56:00,Vibration,4.91,mm/s,Normal
SN000000413,AC00372,2026-05-07 02:39:00,EngineTemp,91.86,C,Normal
SN000000414,AC00597,2026-06-04 00:43:00,CabinPressure,8.16,psi,Normal
SN000000415,AC00201,2026-03-16 03:54:00,EngineTemp,99.65,C,Normal
SN000000416,AC00635,2026-06-27 15:55:00,Vibration,5.01,mm/s,Normal
SN000000417,AC00186,2026-02-28 14:09:00,EngineTemp,105.16,C,Normal
SN000000418,AC00967,2026-02-19 09:07:00,FuelFlow,2757.65,kg/h,Normal
SN000000419,AC00376,2026-03-02 19:51:00,Vibration,2.12,mm/s,Normal
SN000000420,AC00853,2026-06-23 16:26:00,HydraulicPressure,3183.87,psi,Normal
SN000000421,AC00301,2026-02-14 04:29:00,EngineTemp,94.79,C,Normal
SN000000422,AC01083,2026-06-26 11:22:00,EngineTemp,113.88,C,Normal
SN000000423,AC00978,2026-06-01 06:48:00,CabinPressure,8.47,psi,Normal
SN000000424,AC01116,2026-02-27 18:26:00,EngineTemp,91.21,C,Normal
SN000000425,AC00465,2026-03-06 21:57:00,CabinPressure,8.29,psi,Normal
SN000000426,AC01136,2026-02-11 20:12:00,HydraulicPressure,2203.47,psi,Normal
SN000000427,AC00121,2026-04-02 18:42:00,OilPressure,33.37,psi,Normal
SN000000428,AC01149,2026-01-26 01:36:00,OilPressure,27.08,psi,Normal
SN000000429,AC00887,2026-03-01 11:04:00,FuelFlow,2090.5,kg/h,Normal
SN000000430,AC00636,2026-02-14 14:18:00,EngineTemp,90.67,C,Normal
SN000000431,AC00177,2026-05-15 13:23:00,CabinPressure,8.05,psi,Normal
SN000000432,AC00040,2026-02-05 06:46:00,FuelFlow,1080.41,kg/h,Normal
SN000000433,AC00534,2026-01-30 13:15:00,OilPressure,43.27,psi,Normal
SN000000434,AC00998,2026-02-22 15:42:00,CabinPressure,8.5,psi,Normal
SN000000435,AC00849,2026-05-03 02:17:00,EngineTemp,96.58,C,Normal
SN000000436,AC00641,2026-03-22 01:34:00,CabinPressure,10.32,psi,Warning
SN000000437,AC00538,2026-04-18 15:26:00,HydraulicPressure,2471.09,psi,Normal
SN000000438,AC00396,2026-05-16 14:02:00,Vibration,1.2,mm/s,Normal
SN000000439,AC00659,2026-05-09 09:38:00,OilPressure,66.37,psi,Normal
SN000000440,AC00293,2026-04-25 16:16:00,CabinPressure,7.16,psi,Normal
SN000000441,AC00522,2026-04-20 21:09:00,Vibration,7.5,mm/s,Normal
SN000000442,AC00267,2026-03-21 20:27:00,CabinPressure,7.03,psi,Normal
SN000000443,AC00392,2026-02-24 10:26:00,FuelFlow,2697.66,kg/h,Normal
SN000000444,AC00904,2026-02-19 09:24:00,OilPressure,59.12,psi,Normal
SN000000445,AC00743,2026-03-09 04:09:00,FuelFlow,1412.25,kg/h,Normal
SN000000446,AC00774,2026-02-07 08:09:00,HydraulicPressure,2688.84,psi,Normal
SN000000447,AC01080,2026-01-25 11:24:00,HydraulicPressure,2962.74,psi,Normal
SN000000448,AC00435,2026-02-01 15:27:00,HydraulicPressure,2307.61,psi,Normal
SN000000449,AC00652,2026-05-29 09:30:00,CabinPressure,7.57,psi,Normal
SN000000450,AC00555,2026-03-08 17:40:00,HydraulicPressure,1857.37,psi,Normal
SN000000451,AC00282,2026-05-18 06:57:00,Vibration,2.99,mm/s,Normal
SN000000452,AC00791,2026-05-23 14:18:00,EngineTemp,89.9,C,Normal
SN000000453,AC00032,2026-05-29 00:07:00,HydraulicPressure,2226.74,psi,Normal
SN000000454,AC00288,2026-05-26 17:20:00,OilPressure,73.38,psi,Normal
SN000000455,AC00865,2026-06-18 21:57:00,FuelFlow,2564.81,kg/h,Normal
SN000000456,AC00785,2026-06-30 01:44:00,HydraulicPressure,3987.46,psi,Warning
SN000000457,AC00794,2026-04-07 08:04:00,EngineTemp,112.26,C,Normal
SN000000458,AC00594,2026-05-13 02:42:00,FuelFlow,2229.53,kg/h,Normal
SN000000459,AC00122,2026-03-19 19:53:00,Vibration,6.51,mm/s,Normal
SN000000460,AC00144,2026-01-07 10:26:00,EngineTemp,84.77,C,Normal
SN000000461,AC00883,2026-03-24 23:49:00,HydraulicPressure,2400.77,psi,Normal
SN000000462,AC00067,2026-02-20 12:59:00,HydraulicPressure,2603.48,psi,Normal
SN000000463,AC01143,2026-06-17 00:27:00,Vibration,3.62,mm/s,Normal
SN000000464,AC00301,2026-03-09 17:58:00,Vibration,3.71,mm/s,Normal
SN000000465,AC00354,2026-04-13 08:20:00,HydraulicPressure,3115.01,psi,Normal
SN000000466,AC00900,2026-03-09 08:35:00,FuelFlow,1555.89,kg/h,Normal
SN000000467,AC01109,2026-06-08 18:10:00,OilPressure,83.59,psi,Normal
SN000000468,AC00725,2026-03-26 06:22:00,OilPressure,76.21,psi,Warning
SN000000469,AC00154,2026-07-01 12:50:00,FuelFlow,1585.44,kg/h,Normal
SN000000470,AC00948,2026-02-02 20:11:00,EngineTemp,91.38,C,Normal
SN000000471,AC00895,2026-01-03 17:26:00,HydraulicPressure,2851.68,psi,Normal
SN000000472,AC00295,2026-06-26 11:03:00,CabinPressure,7.91,psi,Normal
SN000000473,AC00404,2026-04-03 14:21:00,OilPressure,28.66,psi,Normal
SN000000474,AC00796,2026-04-17 18:31:00,FuelFlow,1518.03,kg/h,Normal
SN000000475,AC00147,2026-05-31 09:07:00,FuelFlow,1704.85,kg/h,Normal
SN000000476,AC00227,2026-06-02 02:10:00,FuelFlow,1684.75,kg/h,Normal
SN000000477,AC00746,2026-06-04 12:14:00,FuelFlow,1672.16,kg/h,Normal
SN000000478,AC00426,2026-03-13 10:24:00,Vibration,5.52,mm/s,Normal
SN000000479,AC00956,2026-01-31 14:19:00,Vibration,2.3,mm/s,Normal
SN000000480,AC00931,2026-01-16 22:08:00,OilPressure,82.43,psi,Normal
SN000000481,AC00427,2026-05-24 04:46:00,FuelFlow,1644.17,kg/h,Normal
SN000000482,AC01069,2026-01-31 08:00:00,OilPressure,67.05,psi,Normal
SN000000483,AC00903,2026-03-17 17:52:00,HydraulicPressure,2997.37,psi,Normal
SN000000484,AC00047,2026-03-07 20:50:00,HydraulicPressure,2261.7,psi,Normal
SN000000485,AC00912,2026-04-19 07:37:00,OilPressure,37.81,psi,Normal
SN000000486,AC01076,2026-01-01 00:45:00,FuelFlow,808.4,kg/h,Normal
SN000000487,AC00704,2026-02-10 08:16:00,EngineTemp,81.1,C,Normal
SN000000488,AC00728,2026-01-27 00:42:00,HydraulicPressure,2329.34,psi,Normal
SN000000489,AC00397,2026-04-28 02:57:00,CabinPressure,7.45,psi,Normal
SN000000490,AC01026,2026-02-06 18:53:00,OilPressure,48.67,psi,Normal
SN000000491,AC00810,2026-05-20 15:36:00,CabinPressure,7.4,psi,Normal
SN000000492,AC00330,2026-04-01 12:07:00,CabinPressure,7.36,psi,Normal
SN000000493,AC00189,2026-02-14 01:59:00,HydraulicPressure,2620.04,psi,Normal
SN000000494,AC00117,2026-06-14 21:34:00,CabinPressure,13.04,psi,Critical
SN000000495,AC01108,2026-05-05 02:21:00,OilPressure,79.73,psi,Normal
SN000000496,AC01175,2026-04-28 13:23:00,EngineTemp,99.75,C,Normal
SN000000497,AC00854,2026-04-13 20:11:00,OilPressure,83.99,psi,Normal
SN000000498,AC00518,2026-06-05 18:17:00,Vibration,3.36,mm/s,Normal
SN000000499,AC00574,2026-01-27 16:44:00,Vibration,7.4,mm/s,Normal
SN000000500,AC00363,2026-02-09 03:07:00,CabinPressure,10.05,psi,Warning
SN000000501,AC01026,2026-02-28 18:28:00,CabinPressure,7.56,psi,Normal
SN000000502,AC00985,2026-02-28 09:08:00,HydraulicPressure,1821.11,psi,Normal
SN000000503,AC00261,2026-03-13 02:29:00,HydraulicPressure,2893.59,psi,Normal
SN000000504,AC00771,2026-02-02 07:43:00,OilPressure,64.72,psi,Normal
SN000000505,AC00780,2026-01-29 17:07:00,Vibration,4.64,mm/s,Normal
SN000000506,AC00865,2026-06-27 10:44:00,OilPressure,54.43,psi,Normal
SN000000507,AC00376,2026-05-25 20:38:00,Vibration,2.1,mm/s,Normal
SN000000508,AC00745,2026-02-27 07:37:00,OilPressure,77.13,psi,Normal
SN000000509,AC00096,2026-06-25 09:41:00,FuelFlow,2122.8,kg/h,Normal
SN000000510,AC00356,2026-06-29 20:46:00,HydraulicPressure,2065.99,psi,Warning
SN000000511,AC00511,2026-04-15 10:16:00,HydraulicPressure,1973.82,psi,Normal
SN000000512,AC00817,2026-01-04 12:41:00,EngineTemp,112.51,C,Normal
SN000000513,AC01061,2026-06-18 18:17:00,CabinPressure,7.46,psi,Normal
SN000000514,AC00198,2026-03-11 06:16:00,OilPressure,83.03,psi,Normal
SN000000515,AC00332,2026-03-26 16:07:00,EngineTemp,99.93,C,Normal
SN000000516,AC00890,2026-05-12 04:58:00,Vibration,1.48,mm/s,Normal
SN000000517,AC00964,2026-01-31 02:57:00,Vibration,0.39,mm/s,Normal
SN000000518,AC00840,2026-06-09 08:15:00,OilPressure,46.27,psi,Normal
SN000000519,AC00943,2026-04-02 14:11:00,OilPressure,79.02,psi,Normal
SN000000520,AC00172,2026-05-02 14:15:00,CabinPressure,7.38,psi,Normal
SN000000521,AC00133,2026-02-23 10:53:00,OilPressure,70.41,psi,Normal
SN000000522,AC00736,2026-03-22 09:30:00,HydraulicPressure,2672.3,psi,Normal
SN000000523,AC00862,2026-06-05 14:52:00,HydraulicPressure,3105.2,psi,Normal
SN000000524,AC00059,2026-03-05 07:08:00,CabinPressure,8.57,psi,Normal
SN000000525,AC00441,2026-01-26 07:24:00,CabinPressure,7.09,psi,Normal
SN000000526,AC00873,2026-03-31 06:18:00,FuelFlow,1263.2,kg/h,Normal
SN000000527,AC00120,2026-02-04 11:27:00,Vibration,7.36,mm/s,Normal
SN000000528,AC00455,2026-06-10 09:48:00,Vibration,1.89,mm/s,Normal
SN000000529,AC00318,2026-04-08 22:30:00,CabinPressure,7.78,psi,Normal
SN000000530,AC00693,2026-04-09 17:03:00,HydraulicPressure,3174.77,psi,Normal
SN000000531,AC01116,2026-02-08 17:25:00,HydraulicPressure,1950.22,psi,Normal
SN000000532,AC00744,2026-04-19 04:29:00,FuelFlow,2333.96,kg/h,Normal
SN000000533,AC00770,2026-05-14 08:33:00,CabinPressure,7.34,psi,Normal
SN000000534,AC00081,2026-06-15 12:21:00,HydraulicPressure,2337.08,psi,Normal
SN000000535,AC00582,2026-02-23 22:50:00,Vibration,1.8,mm/s,Warning
SN000000536,AC00420,2026-04-13 12:35:00,OilPressure,52.3,psi,Normal
SN000000537,AC01076,2026-06-17 01:25:00,Vibration,4.52,mm/s,Normal
SN000000538,AC00924,2026-01-25 23:25:00,Vibration,0.77,mm/s,Normal
SN000000539,AC00840,2026-01-26 05:32:00,EngineTemp,110.19,C,Normal
SN000000540,AC01079,2026-06-20 14:55:00,CabinPressure,7.86,psi,Normal
SN000000541,AC00980,2026-02-11 22:36:00,CabinPressure,7.29,psi,Normal
SN000000542,AC00010,2026-05-30 12:08:00,Vibration,4.98,mm/s,Normal
SN000000543,AC01017,2026-06-29 11:06:00,HydraulicPressure,2912.14,psi,Normal
SN000000544,AC00524,2026-04-09 21:08:00,OilPressure,36.22,psi,Normal
SN000000545,AC00341,2026-04-15 15:40:00,CabinPressure,7.66,psi,Normal
SN000000546,AC00271,2026-04-05 20:55:00,HydraulicPressure,1804.36,psi,Normal
SN000000547,AC00174,2026-01-12 02:15:00,EngineTemp,96.29,C,Normal
SN000000548,AC00261,2026-04-25 08:06:00,Vibration,2.2,mm/s,Normal
SN000000549,AC00497,2026-06-19 20:24:00,HydraulicPressure,2135.78,psi,Normal
SN000000550,AC00646,2026-03-22 12:48:00,OilPressure,56.93,psi,Normal
SN000000551,AC00104,2026-02-01 05:14:00,CabinPressure,7.42,psi,Normal
SN000000552,AC00526,2026-04-20 20:15:00,OilPressure,47.14,psi,Normal
SN000000553,AC00401,2026-07-01 02:18:00,HydraulicPressure,2713.74,psi,Normal
SN000000554,AC00497,2026-03-11 08:46:00,CabinPressure,7.77,psi,Normal
SN000000555,AC01046,2026-04-04 02:14:00,FuelFlow,1958.3,kg/h,Warning
SN000000556,AC00476,2026-01-20 00:13:00,FuelFlow,1251.9,kg/h,Normal
SN000000557,AC00943,2026-02-19 10:27:00,OilPressure,27.03,psi,Normal
SN000000558,AC00596,2026-04-13 22:17:00,OilPressure,40.5,psi,Normal
SN000000559,AC00666,2026-01-16 05:45:00,EngineTemp,81.01,C,Normal
SN000000560,AC00908,2026-06-05 03:22:00,HydraulicPressure,2385.19,psi,Normal
SN000000561,AC00748,2026-06-27 15:01:00,FuelFlow,3159.44,kg/h,Normal
SN000000562,AC00461,2026-04-05 04:36:00,HydraulicPressure,1868.27,psi,Normal
SN000000563,AC00566,2026-05-30 10:07:00,EngineTemp,77.87,C,Normal
SN000000564,AC00372,2026-02-23 22:26:00,Vibration,3.11,mm/s,Normal
SN000000565,AC00922,2026-04-01 12:54:00,OilPressure,54.24,psi,Normal
SN000000566,AC00104,2026-05-04 23:30:00,Vibration,5.15,mm/s,Normal
SN000000567,AC00316,2026-03-16 15:26:00,CabinPressure,7.16,psi,Normal
SN000000568,AC00478,2026-04-02 15:25:00,OilPressure,76.06,psi,Normal
SN000000569,AC00949,2026-04-26 03:25:00,CabinPressure,7.14,psi,Normal
SN000000570,AC00080,2026-05-06 16:21:00,OilPressure,26.25,psi,Normal
SN000000571,AC01180,2026-02-01 14:52:00,OilPressure,44.74,psi,Normal
SN000000572,AC00096,2026-04-16 08:38:00,EngineTemp,114.84,C,Normal
SN000000573,AC00014,2026-05-14 13:27:00,FuelFlow,2144.45,kg/h,Normal
SN000000574,AC00005,2026-03-07 13:35:00,FuelFlow,1310.65,kg/h,Normal
SN000000575,AC00641,2026-06-29 16:09:00,HydraulicPressure,3198.05,psi,Normal
SN000000576,AC00596,2026-02-10 23:01:00,OilPressure,73.25,psi,Normal
SN000000577,AC00028,2026-04-16 02:35:00,CabinPressure,8.2,psi,Normal
SN000000578,AC00311,2026-02-24 18:55:00,OilPressure,41.27,psi,Normal
SN000000579,AC00035,2026-06-19 17:44:00,Vibration,1.35,mm/s,Normal
SN000000580,AC00545,2026-03-31 20:54:00,FuelFlow,508.86,kg/h,Normal
SN000000581,AC00826,2026-03-05 06:58:00,Vibration,6.95,mm/s,Normal
SN000000582,AC00123,2026-05-11 11:26:00,HydraulicPressure,2235.03,psi,Normal
SN000000583,AC00941,2026-06-11 15:20:00,HydraulicPressure,1823.49,psi,Normal
SN000000584,AC00014,2026-04-24 12:25:00,FuelFlow,2796.0,kg/h,Normal
SN000000585,AC00617,2026-06-27 08:04:00,CabinPressure,5.9,psi,Warning
SN000000586,AC00754,2026-01-04 20:16:00,HydraulicPressure,2246.8,psi,Normal
SN000000587,AC00627,2026-04-26 12:24:00,Vibration,2.36,mm/s,Normal
SN000000588,AC00769,2026-05-30 05:13:00,CabinPressure,7.12,psi,Normal
SN000000589,AC00012,2026-01-25 02:20:00,OilPressure,67.39,psi,Normal
SN000000590,AC00104,2026-06-27 00:03:00,Vibration,2.41,mm/s,Normal
SN000000591,AC00953,2026-01-18 09:47:00,CabinPressure,9.32,psi,Warning
SN000000592,AC00081,2026-01-28 16:20:00,Vibration,0.8,mm/s,Normal
SN000000593,AC00019,2026-02-01 08:06:00,FuelFlow,1963.23,kg/h,Normal
SN000000594,AC00392,2026-01-05 03:49:00,CabinPressure,7.65,psi,Normal
SN000000595,AC00161,2026-03-13 23:18:00,OilPressure,47.24,psi,Normal
SN000000596,AC01199,2026-01-24 23:09:00,FuelFlow,1583.4,kg/h,Normal
SN000000597,AC00460,2026-02-07 17:16:00,OilPressure,64.2,psi,Normal
SN000000598,AC00001,2026-04-03 19:21:00,Vibration,3.48,mm/s,Normal
SN000000599,AC00065,2026-03-22 13:42:00,HydraulicPressure,2263.95,psi,Normal
SN000000600,AC01149,2026-05-03 10:35:00,HydraulicPressure,3079.55,psi,Normal
SN000000601,AC00340,2026-06-09 23:17:00,FuelFlow,3050.55,kg/h,Normal
SN000000602,AC00796,2026-01-23 16:24:00,HydraulicPressure,2565.93,psi,Normal
SN000000603,AC01161,2026-02-11 19:34:00,OilPressure,57.15,psi,Normal
SN000000604,AC00704,2026-05-14 01:38:00,Vibration,6.83,mm/s,Normal
SN000000605,AC00164,2026-03-23 09:54:00,Vibration,5.29,mm/s,Normal
SN000000606,AC00126,2026-04-20 22:56:00,EngineTemp,95.87,C,Normal
SN000000607,AC00848,2026-03-13 08:45:00,OilPressure,37.0,psi,Normal
SN000000608,AC00179,2026-02-13 02:46:00,CabinPressure,5.84,psi,Warning
SN000000609,AC00769,2026-02-22 09:17:00,CabinPressure,8.45,psi,Normal
SN000000610,AC00059,2026-04-10 20:50:00,FuelFlow,2888.24,kg/h,Normal
SN000000611,AC00647,2026-05-13 01:16:00,FuelFlow,1798.94,kg/h,Normal
SN000000612,AC00372,2026-01-09 14:26:00,FuelFlow,1642.32,kg/h,Normal
SN000000613,AC00154,2026-05-30 07:30:00,EngineTemp,108.36,C,Normal
SN000000614,AC01103,2026-01-18 02:35:00,CabinPressure,7.92,psi,Normal
SN000000615,AC00705,2026-01-20 10:23:00,EngineTemp,88.06,C,Normal
SN000000616,AC00617,2026-02-07 16:41:00,CabinPressure,8.0,psi,Normal
SN000000617,AC00028,2026-06-28 23:33:00,CabinPressure,8.43,psi,Normal
SN000000618,AC00602,2026-04-05 15:51:00,OilPressure,31.7,psi,Normal
SN000000619,AC00927,2026-06-11 15:30:00,Vibration,6.23,mm/s,Normal
SN000000620,AC00615,2026-03-04 15:03:00,FuelFlow,1441.43,kg/h,Warning
SN000000621,AC00744,2026-03-18 12:42:00,EngineTemp,101.68,C,Normal
SN000000622,AC00560,2026-04-03 07:06:00,CabinPressure,8.07,psi,Normal
SN000000623,AC00947,2026-04-24 12:41:00,EngineTemp,89.56,C,Normal
SN000000624,AC01032,2026-05-19 14:34:00,CabinPressure,5.45,psi,Warning
SN000000625,AC00945,2026-06-07 12:12:00,EngineTemp,93.42,C,Normal
SN000000626,AC00623,2026-06-12 06:47:00,HydraulicPressure,2740.44,psi,Normal
SN000000627,AC00810,2026-05-05 08:19:00,CabinPressure,8.12,psi,Normal
SN000000628,AC00364,2026-06-12 04:10:00,Vibration,3.05,mm/s,Normal
SN000000629,AC01086,2026-02-09 10:27:00,CabinPressure,7.61,psi,Normal
SN000000630,AC00596,2026-03-03 15:08:00,FuelFlow,647.18,kg/h,Normal
SN000000631,AC01108,2026-05-12 10:12:00,EngineTemp,79.63,C,Normal
SN000000632,AC00634,2026-03-07 11:11:00,OilPressure,47.57,psi,Warning
SN000000633,AC00752,2026-02-20 14:05:00,HydraulicPressure,1813.36,psi,Normal
SN000000634,AC01151,2026-05-01 17:06:00,EngineTemp,114.59,C,Normal
SN000000635,AC00592,2026-01-01 22:15:00,Vibration,3.75,mm/s,Normal
SN000000636,AC00710,2026-05-14 20:16:00,OilPressure,74.31,psi,Normal
