flight_id,flight_number,airline,aircraft_id,departure_airport,arrival_airport,scheduled_departure,duration_minutes,distance_km,passengers,status,delay_minutes
FL0000239,AZ625,AtlanticJet,AC00398,SEA,ORD,2026-06-16 15:47:00,321,3563,176,Completed,4
FL0000240,AZ3702,SkyBridge,AC00280,BOS,LAX,2026-04-13 03:57:00,514,7102,43,Scheduled,10
FL0000241,AZ3646,PacificAero,AC01184,BOS,ORD,2026-03-03 20:55:00,133,6995,109,Scheduled,15
FL0000242,AZ7214,PacificAero,AC00572,DEN,BLR,2026-06-18 11:41:00,798,4291,63,Cancelled,10
FL0000243,AZ7074,PacificAero,AC01175,DFW,LHR,2026-02-24 05:43:00,90,906,163,Completed,1
FL0000244,AZ2274,SkyBridge,AC00927,SFO,MIA,2026-02-05 16:19:00,616,453,282,Completed,6
FL0000245,AZ9662,AeroSky,AC00033,ATL,DFW,2026-02-03 00:48:00,210,7774,324,Delayed,191
FL0000246,AZ6405,AtlanticJet,AC00831,DEN,MIA,2026-02-20 11:18:00,424,7857,162,In Air,2
FL0000247,AZ998,PacificAero,AC00608,SEA,BOS,2026-01-12 21:51:00,759,3643,41,Cancelled,10
FL0000248,AZ2971,AtlanticJet,AC00106,BLR,LHR,2026-05-13 12:35:00,521,919,149,Completed,11
FL0000249,AZ7939,AtlanticJet,AC01149,MIA,SIN,2026-01-25 09:30:00,186,5737,164,In Air,3
FL0000250,AZ992,AeroSky,AC00462,SIN,BOS,2026-03-18 09:12:00,318,8500,156,Completed,8
FL0000251,AZ7505,PacificAero,AC00996,SEA,SFO,2026-06-14 17:13:00,170,7953,107,Completed,9
FL0000252,AZ1891,GlobalWings,AC00386,SEA,DEL,2026-01-24 21:27:00,445,3179,251,Completed,2
FL0000253,AZ8970,GlobalWings,AC01017,ATL,JFK,2026-02-23 20:50:00,578,621,150,Scheduled,13
FL0000254,AZ3906,PacificAero,AC00910,DEN,SEA,2026-06-02 23:09:00,343,3347,142,Delayed,5
FL0000255,AZ8786,PacificAero,AC01186,LHR,SEA,2026-05-30 21:25:00,850,5596,164,Delayed,151
FL0000256,AZ8033,SkyBridge,AC01162,DEN,MIA,2026-04-21 17:06:00,358,3063,133,Scheduled,7
FL0000257,AZ3086,GlobalWings,AC00304,ATL,DEL,2026-01-18 05:28:00,215,2884,170,Completed,9
FL0000258,AZ6156,GlobalWings,AC00331,DEL,DXB,2026-02-25 21:10:00,369,2322,274,Completed,8
FL0000259,AZ2090,AeroSky,AC00650,DFW,BOS,2026-01-13 15:07:00,504,2913,170,Completed,9
FL0000260,AZ7864,SkyBridge,AC00939,SFO,MIA,2026-02-22 22:23:00,801,5677,184,Completed,9
FL0000261,AZ7947,AeroSky,AC01158,SIN,BOS,2026-02-23 13:14:00,497,5799,176,Scheduled,3
FL0000262,AZ5447,AeroSky,AC00631,ORD,DXB,2026-02-12 13:16:00,270,7556,148,Completed,2
FL0000263,AZ1469,PacificAero,AC01195,BOS,DXB,2026-03-13 01:14:00,830,4803,74,Completed,0
FL0000264,AZ2523,AtlanticJet,AC01049,DEL,DEN,2026-02-01 19:30:00,370,1168,270,Completed,12
FL0000265,AZ9291,AeroSky,AC00791,DEL,SFO,2026-05-15 13:52:00,398,6006,141,Completed,14
FL0000266,AZ9720,PacificAero,AC00852,DFW,SIN,2026-06-11 17:39:00,870,7194,284,Completed,4
FL0000267,AZ1549,AeroSky,AC00622,JFK,DFW,2026-03-17 15:38:00,582,5745,33,Scheduled,12
FL0000268,AZ6354,SkyBridge,AC00849,SFO,DXB,2026-04-10 12:23:00,772,2493,213,Delayed,47
FL0000269,AZ140,GlobalWings,AC00619,MIA,DEN,2026-01-16 09:02:00,617,7843,76,Completed,0
FL0000270,AZ4109,AeroSky,AC00255,ATL,SEA,2026-06-22 01:07:00,339,7084,156,Delayed,125
FL0000271,AZ4325,AtlanticJet,AC01010,JFK,DEL,2026-04-11 22:21:00,415,8122,175,Delayed,111
FL0000272,AZ2494,SkyBridge,AC00765,LHR,DEN,2026-02-13 12:56:00,62,4502,20,Cancelled,1
FL0000273,AZ4849,SkyBridge,AC00732,DEN,SIN,2026-02-19 07:59:00,414,7123,253,Completed,1
FL0000274,AZ5280,AtlanticJet,AC01053,MIA,DXB,2026-01-28 23:19:00,232,1798,204,In Air,10
FL0000275,AZ8589,SkyBridge,AC00743,SIN,ATL,2026-04-09 20:02:00,405,2604,104,Completed,4
FL0000276,AZ8347,GlobalWings,AC00844,SEA,DEL,2026-06-26 13:06:00,211,1928,55,Scheduled,4
FL0000277,AZ5805,SkyBridge,AC00855,DEL,DFW,2026-02-11 11:51:00,164,2400,8,Scheduled,15
FL0000278,AZ571,AtlanticJet,AC00906,DXB,SEA,2026-02-20 14:43:00,395,3071,107,Completed,9
FL0000279,AZ2233,AeroSky,AC00264,DEL,JFK,2026-03-22 22:59:00,277,5286,150,Completed,6
FL0000280,AZ1866,AeroSky,AC00160,SFO,SIN,2026-02-10 16:14:00,820,7315,108,In Air,6
FL0000281,AZ1681,AeroSky,AC00961,SIN,LHR,2026-01-22 13:52:00,89,1335,77,Scheduled,0
FL0000282,AZ4644,PacificAero,AC00410,BLR,BOS,2026-03-16 18:49:00,74,1737,199,Delayed,216
FL0000283,AZ9572,AeroSky,AC01026,SEA,SFO,2026-02-28 10:58:00,562,1369,146,Delayed,209
FL0000284,AZ8360,AtlanticJet,AC00578,MIA,DFW,2026-03-11 17:46:00,595,320,50,Scheduled,6
FL0000285,AZ3610,PacificAero,AC00901,DEN,SEA,2026-03-09 09:39:00,230,6063,97,Scheduled,13
FL0000286,AZ4823,PacificAero,AC00644,DFW,DEN,2026-02-11 02:03:00,577,2476,166,Completed,11
FL0000287,AZ3800,PacificAero,AC00672,DXB,LAX,2026-01-30 22:41:00,335,7736,257,Completed,14
FL0000288,AZ3037,AeroSky,AC00387,SFO,ATL,2026-06-05 19:35:00,866,8043,173,Scheduled,11
FL0000289,AZ6568,NovaAir,AC00812,LHR,DEN,2026-02-08 07:00:00,737,1642,208,Completed,4
FL0000290,AZ2111,GlobalWings,AC00346,DXB,BOS,2026-02-07 00:51:00,248,5798,128,Completed,12
FL0000291,AZ5934,NovaAir,AC00571,DEL,SFO,2026-07-01 17:17:00,652,4722,230,In Air,12
FL0000292,AZ4207,NovaAir,AC00993,LHR,BOS,2026-05-28 06:04:00,831,7698,68,Completed,3
FL0000293,AZ3034,NovaAir,AC00061,DEN,DFW,2026-02-19 00:13:00,895,1367,127,Cancelled,0
FL0000294,AZ8618,NovaAir,AC00313,BOS,DXB,2026-04-30 00:59:00,143,1503,186,Delayed,192
FL0000295,AZ8956,PacificAero,AC00602,SIN,DEN,2026-03-15 12:30:00,561,4537,203,Completed,10
FL0000296,AZ689,AeroSky,AC00882,LAX,DEL,2026-01-12 12:06:00,367,6415,159,Completed,14
FL0000297,AZ9420,AtlanticJet,AC00337,ORD,BOS,2026-04-21 08:02:00,364,6624,302,Completed,3
FL0000298,AZ8205,PacificAero,AC00975,DEN,DXB,2026-06-21 01:20:00,563,1163,50,Scheduled,8
FL0000299,AZ5815,AtlanticJet,AC00583,SFO,LHR,2026-05-09 10:29:00,649,989,118,Completed,11
FL0000300,AZ4101,GlobalWings,AC00780,BOS,LAX,2026-05-05 05:56:00,410,6999,147,Completed,1
FL0000301,AZ422,PacificAero,AC00174,DFW,DXB,2026-04-24 15:10:00,357,2125,177,Completed,5
FL0000302,AZ9733,AeroSky,AC00866,SEA,LAX,2026-06-17 19:29:00,476,4618,63,Completed,15
FL0000303,AZ5604,NovaAir,AC00661,SEA,DEN,2026-05-23 02:30:00,545,1889,106,Completed,6
FL0000304,AZ8879,GlobalWings,AC00342,MIA,DEL,2026-05-04 14:56:00,491,3555,93,Completed,2
FL0000305,AZ9797,SkyBridge,AC00609,ATL,SEA,2026-01-18 07:20:00,276,1756,107,Completed,3
FL0000306,AZ7192,AtlanticJet,AC00875,ATL,JFK,2026-06-23 00:57:00,123,5195,291,Completed,9
FL0000307,AZ404,AtlanticJet,AC00849,MIA,SEA,2026-03-14 20:17:00,572,7675,318,Completed,5
FL0000308,AZ9375,AtlanticJet,AC01182,DXB,MIA,2026-03-09 22:00:00,888,7906,246,Completed,13
FL0000309,AZ5320,AeroSky,AC00747,LHR,LAX,2026-03-15 01:17:00,199,5169,289,Completed,13
FL0000310,AZ1960,GlobalWings,AC00547,LHR,DFW,2026-05-31 03:56:00,307,4118,153,Delayed,61
FL0000311,AZ2710,SkyBridge,AC00636,DFW,LAX,2026-03-31 09:58:00,491,7164,187,Completed,6
FL0000312,AZ426,AeroSky,AC00569,ORD,LAX,2026-04-05 01:54:00,704,941,226,Delayed,124
FL0000313,AZ6602,AtlanticJet,AC00611,DEL,JFK,2026-04-25 06:56:00,461,6204,171,Scheduled,2
FL0000314,AZ4000,PacificAero,AC00230,DEL,ORD,2026-03-27 22:33:00,168,4375,63,Cancelled,2
FL0000315,AZ2463,AeroSky,AC00675,JFK,DEL,2026-04-25 02:37:00,870,4115,54,Cancelled,6
FL0000316,AZ1950,SkyBridge,AC00901,ORD,ATL,2026-04-10 23:01:00,648,1166,303,Completed,11
FL0000317,AZ5149,AeroSky,AC00505,MIA,SFO,2026-06-22 21:20:00,193,6197,121,Scheduled,11
FL0000318,AZ5167,AtlanticJet,AC00112,LHR,BOS,2026-01-13 16:10:00,732,4176,64,Scheduled,12
FL0000319,AZ5029,AeroSky,AC01096,DXB,SEA,2026-02-14 10:31:00,442,378,201,Scheduled,8
FL0000320,AZ655,SkyBridge,AC00610,BLR,DEL,2026-03-27 17:29:00,209,7440,162,Scheduled,13
FL0000321,AZ2727,AtlanticJet,AC00965,DEL,JFK,2026-06-29 00:28:00,385,7170,238,Completed,3
FL0000322,AZ548,AeroSky,AC00721,ATL,BOS,2026-01-25 03:55:00,877,5603,294,Delayed,177
FL0000323,AZ5240,PacificAero,AC00909,LHR,DXB,2026-03-08 21:32:00,455,3528,214,Completed,9
FL0000324,AZ6822,SkyBridge,AC00512,JFK,ORD,2026-02-27 11:04:00,831,2381,100,Delayed,175
FL0000325,AZ1482,NovaAir,AC00534,DEN,MIA,2026-02-18 14:37:00,891,5617,234,Delayed,50
FL0000326,AZ3348,SkyBridge,AC00773,SEA,ORD,2026-05-24 06:24:00,68,3997,67,Completed,14
FL0000327,AZ6128,GlobalWings,AC00102,DXB,BLR,2026-03-03 10:36:00,659,4512,216,Delayed,22
FL0000328,AZ3428,GlobalWings,AC01077,BOS,JFK,2026-01-06 03:20:00,509,8346,208,In Air,7
FL0000329,AZ9931,GlobalWings,AC00590,DEL,BLR,2026-04-07 22:06:00,178,7316,243,Completed,6
FL0000330,AZ3958,PacificAero,AC00857,DEL,ATL,2026-03-10 22:40:00,194,721,236,Completed,8
FL0000331,AZ5396,AtlanticJet,AC01194,DEN,DFW,2026-05-15 13:56:00,132,419,194,Delayed,34
FL0000332,AZ9225,AeroSky,AC00786,SFO,DXB,2026-03-19 06:23:00,656,4448,143,Completed,3
FL0000333,AZ8366,PacificAero,AC00965,LAX,SFO,2026-03-27 12:04:00,731,995,1,Scheduled,8
FL0000334,AZ2883,PacificAero,AC00760,SFO,ATL,2026-05-24 16:54:00,617,923,91,Scheduled,8
FL0000335,AZ2014,SkyBridge,AC00271,DEN,SEA,2026-06-20 10:11:00,588,7343,121,Completed,8
FL0000336,AZ8570,SkyBridge,AC00576,LAX,DFW,2026-07-01 18:10:00,485,4885,167,Completed,8
FL0000337,AZ2535,AeroSky,AC01007,SFO,ORD,2026-04-25 21:15:00,718,7458,175,Delayed,48
FL0000338,AZ768,NovaAir,AC00964,DFW,ORD,2026-01-14 01:22:00,523,7400,116,Completed,15
FL0000339,AZ1633,GlobalWings,AC00938,SEA,SIN,2026-06-26 15:44:00,782,2675,209,Completed,11
FL0000340,AZ8718,PacificAero,AC00345,DEL,ATL,2026-03-07 18:35:00,324,3729,208,Completed,0
FL0000341,AZ2098,NovaAir,AC00505,ORD,DEN,2026-01-28 23:23:00,381,675,250,Delayed,174
FL0000342,AZ9835,AtlanticJet,AC00663,SEA,LHR,2026-02-08 14:51:00,516,8111,278,Completed,8
FL0000343,AZ4735,SkyBridge,AC00928,LAX,SFO,2026-01-16 23:08:00,796,2368,54,Scheduled,1
FL0000344,AZ6635,AeroSky,AC01121,SIN,LAX,2026-01-26 17:59:00,453,4430,73,Completed,7
FL0000345,AZ8142,NovaAir,AC00334,LAX,BLR,2026-03-17 19:28:00,336,2775,208,In Air,9
FL0000346,AZ8121,NovaAir,AC00269,DXB,DEL,2026-04-23 21:42:00,897,6270,167,Delayed,51
FL0000347,AZ3153,NovaAir,AC00550,BLR,SFO,2026-06-23 11:11:00,137,7172,113,Delayed,94
FL0000348,AZ8215,PacificAero,AC00083,LHR,SFO,2026-02-03 20:11:00,519,3923,103,Completed,4
FL0000349,AZ2193,AtlanticJet,AC00596,LHR,DXB,2026-01-31 13:44:00,865,8075,254,Completed,4
FL0000350,AZ8466,NovaAir,AC01072,BLR,ATL,2026-04-01 12:46:00,93,1503,189,Completed,3
FL0000351,AZ1966,AtlanticJet,AC01165,SFO,JFK,2026-06-19 04:13:00,644,1589,166,Completed,0
FL0000352,AZ7471,PacificAero,AC00374,LHR,DEN,2026-03-07 08:57:00,471,5126,258,Completed,14
FL0000353,AZ8855,AeroSky,AC00384,SIN,ATL,2026-05-05 06:37:00,809,4498,189,Completed,13
FL0000354,AZ6010,AtlanticJet,AC00028,LAX,DEN,2026-02-12 11:33:00,516,6887,286,Delayed,77
FL0000355,AZ3183,AeroSky,AC00620,LHR,SIN,2026-05-24 19:32:00,59,3376,117,Completed,0
FL0000356,AZ7692,GlobalWings,AC00496,DFW,MIA,2026-02-22 20:22:00,853,3377,44,Scheduled,9
FL0000357,AZ421,NovaAir,AC00239,DEN,SFO,2026-01-08 22:38:00,801,7545,248,Scheduled,15
FL0000358,AZ1782,AtlanticJet,AC00604,BOS,DFW,2026-03-15 07:19:00,446,1084,42,Scheduled,0
FL0000359,AZ6648,NovaAir,AC00852,DEL,DXB,2026-06-07 05:01:00,655,5014,18,Cancelled,15
FL0000360,AZ9164,AeroSky,AC00475,MIA,LHR,2026-06-27 15:20:00,64,7164,207,Completed,10
FL0000361,AZ440,GlobalWings,AC00970,ATL,DXB,2026-06-01 21:00:00,706,5931,160,Completed,13
FL0000362,AZ9964,AtlanticJet,AC00962,ATL,SIN,2026-03-11 23:28:00,564,3849,177,Completed,10
FL0000363,AZ2754,PacificAero,AC00601,LHR,DEN,2026-02-17 18:04:00,471,6152,235,Delayed,120
FL0000364,AZ8189,SkyBridge,AC00989,DFW,SEA,2026-02-01 09:09:00,205,8313,187,Completed,13
FL0000365,AZ1143,SkyBridge,AC00038,DFW,ATL,2026-01-18 03:07:00,410,2848,44,Scheduled,1
FL0000366,AZ864,PacificAero,AC00248,SFO,JFK,2026-03-24 12:50:00,309,5825,112,Completed,11
FL0000367,AZ9315,AeroSky,AC00104,ATL,ORD,2026-02-07 22:00:00,818,2067,205,In Air,3
FL0000368,AZ1726,GlobalWings,AC00242,MIA,JFK,2026-03-02 19:40:00,205,5036,226,Scheduled,15
FL0000369,AZ7860,SkyBridge,AC00283,LHR,SEA,2026-05-02 19:50:00,494,7061,1,Scheduled,7
FL0000370,AZ2583,PacificAero,AC00175,ATL,BOS,2026-03-04 08:30:00,817,7049,148,Completed,7
FL0000371,AZ587,NovaAir,AC00283,SFO,DEL,2026-03-25 01:53:00,464,7766,310,Completed,11
FL0000372,AZ1107,NovaAir,AC01060,ORD,DEL,2026-01-04 14:55:00,367,6830,124,Completed,13
FL0000373,AZ9170,SkyBridge,AC01177,SIN,LAX,2026-02-24 23:02:00,775,5095,107,Scheduled,12
FL0000374,AZ7410,AtlanticJet,AC00705,DXB,SIN,2026-04-25 05:06:00,585,2656,179,Scheduled,12
FL0000375,AZ8905,SkyBridge,AC00708,DFW,BOS,2026-06-10 23:30:00,247,5190,144,Completed,1
FL0000376,AZ2721,AeroSky,AC01066,SFO,SIN,2026-02-15 21:03:00,140,5365,95,Completed,10
FL0000377,AZ6210,SkyBridge,AC00495,LAX,DEL,2026-04-05 04:28:00,562,2059,109,Delayed,215
FL0000378,AZ7524,SkyBridge,AC00254,LHR,MIA,2026-05-10 01:26:00,172,7602,76,Cancelled,0
FL0000379,AZ1824,SkyBridge,AC00718,DFW,DEL,2026-03-27 03:18:00,848,2543,150,Completed,7
FL0000380,AZ1611,AeroSky,AC00740,MIA,LHR,2026-03-12 02:34:00,773,7224,283,Completed,2
FL0000381,AZ4420,PacificAero,AC00440,SFO,ORD,2026-06-23 09:33:00,738,6848,321,Completed,12
FL0000382,AZ2464,PacificAero,AC00902,DEN,DXB,2026-06-04 03:55:00,546,7080,210,Scheduled,5
FL0000383,AZ7561,NovaAir,AC00265,ORD,MIA,2026-06-16 15:33:00,586,2184,222,Completed,6
FL0000384,AZ6155,PacificAero,AC01145,LAX,SIN,2026-02-27 02:29:00,166,6944,28,Scheduled,3
FL0000385,AZ558,GlobalWings,AC00242,ATL,LAX,2026-02-25 19:35:00,428,5218,139,Completed,15
FL0000386,AZ2104,PacificAero,AC00100,ORD,DEL,2026-06-03 13:22:00,265,3249,125,Scheduled,0
FL0000387,AZ6281,NovaAir,AC00856,SEA,JFK,2026-01-17 06:26:00,624,7661,264,Delayed,200
FL0000388,AZ2540,AtlanticJet,AC00284,DEL,DXB,2026-02-18 08:30:00,824,7621,104,Delayed,114
FL0000389,AZ1550,GlobalWings,AC00794,SEA,JFK,2026-05-30 03:23:00,392,1000,226,Scheduled,8
FL0000390,AZ9442,PacificAero,AC01150,DXB,LAX,2026-04-23 10:45:00,617,1645,158,Completed,1
FL0000391,AZ3471,GlobalWings,AC01030,DFW,DEL,2026-06-23 05:54:00,589,3194,105,Completed,8
FL0000392,AZ481,SkyBridge,AC00174,DEL,DXB,2026-06-11 17:44:00,456,987,93,Delayed,220
FL0000393,AZ8976,GlobalWings,AC00050,SFO,ORD,2026-06-01 01:46:00,308,1741,69,Completed,3
FL0000394,AZ3073,AeroSky,AC00524,ATL,ORD,2026-03-08 12:11:00,462,3022,110,Completed,10
FL0000395,AZ2081,AeroSky,AC00799,DXB,LAX,2026-04-19 12:10:00,467,5561,136,Completed,12
FL0000396,AZ5315,NovaAir,AC01010,DFW,ATL,2026-03-28 02:29:00,439,2135,34,Cancelled,1
FL0000397,AZ4135,PacificAero,AC00992,MIA,SFO,2026-01-24 19:58:00,284,555,137,Completed,3
FL0000398,AZ6216,PacificAero,AC00624,LHR,DEL,2026-02-15 17:15:00,130,8449,75,Completed,4
FL0000399,AZ7712,PacificAero,AC01101,ORD,DEL,2026-03-31 06:15:00,613,7651,21,Scheduled,0
FL0000400,AZ6328,SkyBridge,AC00002,ATL,DXB,2026-03-02 22:36:00,538,4727,153,Scheduled,8
FL0000401,AZ6576,AtlanticJet,AC01199,DEL,LHR,2026-03-19 11:04:00,210,1395,81,Completed,2
FL0000402,AZ4382,AtlanticJet,AC01140,JFK,BLR,2026-02-20 20:16:00,260,5465,174,Scheduled,10
FL0000403,AZ133,PacificAero,AC00659,DEN,ATL,2026-03-31 12:57:00,658,5631,104,Completed,4
FL0000404,AZ1429,AtlanticJet,AC00356,DEN,LAX,2026-01-04 11:41:00,758,8261,278,Delayed,137
FL0000405,AZ6436,GlobalWings,AC00912,LHR,JFK,2026-01-12 06:25:00,877,6416,239,Completed,11
FL0000406,AZ424,SkyBridge,AC00256,DEL,SIN,2026-01-04 01:40:00,242,7533,180,Completed,7
FL0000407,AZ3938,NovaAir,AC00393,LHR,SIN,2026-05-11 06:41:00,685,5217,183,Scheduled,7
FL0000408,AZ6589,AeroSky,AC01010,SEA,LAX,2026-04-13 05:17:00,259,366,159,Delayed,210
FL0000409,AZ2201,AtlanticJet,AC01012,DEL,ATL,2026-07-02 03:54:00,720,3125,178,Delayed,150
FL0000410,AZ8831,PacificAero,AC01168,JFK,DFW,2026-04-05 12:37:00,791,4744,98,Scheduled,0
FL0000411,AZ6766,SkyBridge,AC00005,ATL,DXB,2026-06-15 06:28:00,710,1099,260,Delayed,110
FL0000412,AZ6982,PacificAero,AC01015,JFK,DXB,2026-06-19 21:05:00,89,3928,108,Completed,8
FL0000413,AZ1319,GlobalWings,AC00803,DEN,SEA,2026-01-02 21:04:00,630,665,219,Completed,13
FL0000414,AZ493,PacificAero,AC00637,DFW,ORD,2026-04-30 20:48:00,144,706,164,Delayed,110
FL0000415,AZ8614,GlobalWings,AC00513,SIN,LHR,2026-05-02 17:10:00,289,5833,175,Completed,10
FL0000416,AZ6283,SkyBridge,AC00196,JFK,DEL,2026-06-09 15:55:00,172,1651,141,Completed,1
FL0000417,AZ1177,AeroSky,AC00262,BLR,DEL,2026-01-24 16:13:00,497,1147,77,Scheduled,13
FL0000418,AZ7528,NovaAir,AC00604,LHR,LAX,2026-01-20 00:09:00,677,6985,237,Completed,0
FL0000419,AZ5477,PacificAero,AC00208,DEN,DEL,2026-06-05 20:50:00,736,675,160,Delayed,132
FL0000420,AZ8437,SkyBridge,AC00026,DFW,JFK,2026-02-07 09:18:00,652,3422,98,Delayed,32
FL0000421,AZ5206,PacificAero,AC00911,SEA,DEN,2026-06-25 06:31:00,861,972,177,Completed,4
FL0000422,AZ5157,PacificAero,AC00638,SFO,BOS,2026-05-11 06:00:00,839,2635,18,Scheduled,15
FL0000423,AZ8408,PacificAero,AC00017,SEA,ATL,2026-05-15 06:53:00,739,2619,65,Delayed,60
FL0000424,AZ3202,AtlanticJet,AC00705,DEL,LAX,2026-06-03 16:01:00,700,3547,35,Scheduled,10
FL0000425,AZ2758,AeroSky,AC00679,DEN,SIN,2026-06-20 04:13:00,388,5159,88,Delayed,84
FL0000426,AZ3592,GlobalWings,AC01016,DEN,DEL,2026-01-16 08:40:00,699,3904,117,Scheduled,14
FL0000427,AZ1308,SkyBridge,AC00770,DEN,SIN,2026-05-01 16:49:00,890,360,254,Completed,0
FL0000428,AZ3362,GlobalWings,AC00292,LAX,BOS,2026-02-11 22:32:00,691,6146,107,Completed,0
FL0000429,AZ452,GlobalWings,AC00537,ATL,ORD,2026-03-21 17:10:00,612,4279,156,Completed,6
FL0000430,AZ5098,NovaAir,AC00043,DEL,ATL,2026-02-06 20:12:00,715,2068,177,Completed,6
FL0000431,AZ2041,GlobalWings,AC00351,DFW,SFO,2026-05-16 13:38:00,683,7356,112,Scheduled,2
FL0000432,AZ4106,AeroSky,AC00393,BLR,ORD,2026-03-11 01:06:00,428,5459,100,Completed,13
FL0000433,AZ2171,PacificAero,AC01097,SIN,BOS,2026-03-10 20:23:00,380,4299,108,In Air,8
FL0000434,AZ8442,SkyBridge,AC00167,BOS,DEN,2026-03-18 04:20:00,674,1312,220,In Air,12
FL0000435,AZ4496,PacificAero,AC00367,DEN,BOS,2026-06-19 00:49:00,583,8168,165,Delayed,121
FL0000436,AZ5113,NovaAir,AC00425,SFO,DXB,2026-01-14 07:51:00,507,4090,202,Scheduled,6
FL0000437,AZ8600,SkyBridge,AC00767,BLR,SFO,2026-02-27 05:42:00,182,1626,139,Delayed,113
FL0000438,AZ6800,SkyBridge,AC00953,DFW,LHR,2026-01-15 23:30:00,481,7641,91,Delayed,110
FL0000439,AZ5983,AeroSky,AC00560,SIN,DEN,2026-04-26 10:10:00,497,4080,245,Completed,2
FL0000440,AZ5568,GlobalWings,AC00567,ATL,BLR,2026-01-29 10:57:00,118,6152,171,Completed,6
FL0000441,AZ8998,SkyBridge,AC00620,LHR,SEA,2026-04-02 00:44:00,744,4746,48,Scheduled,4
FL0000442,AZ7833,AtlanticJet,AC00578,LAX,DEL,2026-04-20 00:50:00,458,6897,176,In Air,0
FL0000443,AZ8551,PacificAero,AC00815,MIA,DEL,2026-02-24 08:26:00,812,3688,283,Completed,7
FL0000444,AZ3533,NovaAir,AC00945,SIN,MIA,2026-06-20 15:53:00,365,3327,156,In Air,13
FL0000445,AZ5910,SkyBridge,AC00768,DEN,BLR,2026-01-11 23:03:00,176,5256,164,Delayed,127
FL0000446,AZ2379,GlobalWings,AC00827,DFW,DEN,2026-06-04 23:59:00,378,630,206,Completed,1
FL0000447,AZ1879,SkyBridge,AC00781,SEA,LHR,2026-05-23 07:36:00,110,6581,96,Scheduled,15
FL0000448,AZ539,GlobalWings,AC00191,BOS,DEN,2026-04-21 22:01:00,611,3160,170,Completed,15
FL0000449,AZ6139,PacificAero,AC00582,DFW,JFK,2026-05-21 11:59:00,720,1396,278,Completed,1
FL0000450,AZ7935,AtlanticJet,AC00842,LAX,DFW,2026-04-29 23:22:00,158,2365,315,Completed,13
FL0000451,AZ9725,GlobalWings,AC00267,JFK,DEN,2026-03-17 04:14:00,882,8028,202,Completed,9
FL0000452,AZ4144,PacificAero,AC00565,MIA,SIN,2026-06-17 02:25:00,191,7552,178,Completed,12
FL0000453,AZ7576,SkyBridge,AC00943,SEA,LHR,2026-06-28 18:03:00,799,1742,251,Delayed,165
FL0000454,AZ7179,NovaAir,AC00801,DXB,BLR,2026-04-19 07:08:00,224,7050,31,Scheduled,5
FL0000455,AZ8910,SkyBridge,AC01165,SFO,DXB,2026-03-08 18:57:00,89,4177,123,Completed,8
FL0000456,AZ1823,PacificAero,AC01011,LHR,JFK,2026-03-21 02:24:00,611,2236,188,Scheduled,2
FL0000457,AZ1299,AtlanticJet,AC00840,SIN,DEL,2026-04-29 16:44:00,257,981,296,Completed,0
FL0000458,AZ4205,AeroSky,AC00781,DXB,LHR,2026-06-18 04:10:00,244,6749,9,Cancelled,0
FL0000459,AZ7813,SkyBridge,AC00951,DXB,ORD,2026-04-30 02:20:00,129,4219,290,Completed,4
FL0000460,AZ2859,AeroSky,AC00037,DEL,ORD,2026-03-04 02:37:00,346,2284,96,Completed,12
FL0000461,AZ7342,AtlanticJet,AC00560,LHR,DEL,2026-01-05 01:57:00,227,3799,170,Completed,6
FL0000462,AZ3405,GlobalWings,AC00800,LAX,BLR,2026-02-07 10:13:00,98,326,140,Completed,12
FL0000463,AZ3713,AeroSky,AC00188,SEA,DFW,2026-03-14 19:30:00,59,5773,127,Completed,2
FL0000464,AZ3493,PacificAero,AC00343,SIN,BLR,2026-03-03 02:58:00,155,5609,144,Completed,6
FL0000465,AZ5281,AeroSky,AC00476,SFO,DEN,2026-02-13 23:36:00,376,3094,165,Completed,12
FL0000466,AZ3680,NovaAir,AC00451,SFO,DFW,2026-06-17 00:50:00,330,6295,108,Delayed,17
FL0000467,AZ9928,SkyBridge,AC00209,ATL,DEL,2026-07-01 21:21:00,627,3059,166,Completed,3
FL0000468,AZ5590,AeroSky,AC00273,LHR,SIN,2026-05-22 11:20:00,824,5459,163,Completed,2
FL0000469,AZ317,GlobalWings,AC00784,BOS,LHR,2026-06-13 10:38:00,283,8498,99,Delayed,180
FL0000470,AZ2353,SkyBridge,AC00633,LAX,LHR,2026-02-15 04:01:00,820,4240,40,Cancelled,1
FL0000471,AZ2299,SkyBridge,AC00311,DEN,ATL,2026-03-15 13:12:00,83,4150,291,Completed,10
FL0000472,AZ5527,SkyBridge,AC01067,SEA,DXB,2026-01-15 10:05:00,340,638,236,Delayed,216
FL0000473,AZ3107,NovaAir,AC00509,DFW,ATL,2026-01-20 16:30:00,272,6500,200,Delayed,82
FL0000474,AZ1603,GlobalWings,AC01007,LHR,LAX,2026-01-24 12:37:00,98,2568,52,Scheduled,4
FL0000475,AZ3336,GlobalWings,AC00484,BOS,MIA,2026-03-16 09:50:00,787,7902,81,Completed,5
FL0000476,AZ7983,AeroSky,AC00621,SFO,ORD,2026-04-01 15:31:00,695,3549,136,Delayed,220
FL0000477,AZ424,NovaAir,AC00344,SEA,DEN,2026-05-18 12:32:00,562,7351,217,Completed,15
