maintenance_id,aircraft_id,maintenance_date,maintenance_type,severity,downtime_hours,cost_usd,status,technician
MT0000311,AC00485,2026-03-07,Hydraulic Check,High,13,53484,Completed,Technician-A
MT0000312,AC00509,2026-06-29,Avionics Inspection,High,27,68139,Completed,Technician-A
MT0000313,AC00243,2026-02-14,Routine Service,Low,21,59302,Completed,Technician-B
MT0000314,AC00773,2026-02-05,Hydraulic Check,Medium,51,21735,Completed,Technician-B
MT0000315,AC00996,2026-06-18,Engine Inspection,Medium,21,57513,Scheduled,Technician-C
MT0000316,AC01187,2026-05-16,Landing Gear,Medium,57,31731,Scheduled,Technician-A
MT0000317,AC00245,2026-01-13,Structural Inspection,Low,47,16614,In Progress,Technician-B
MT0000318,AC00876,2026-06-27,Landing Gear,Low,4,3673,Completed,Technician-D
MT0000319,AC00834,2026-06-03,Structural Inspection,High,17,78896,Completed,Technician-B
MT0000320,AC00361,2026-04-07,Engine Inspection,High,7,33456,Completed,Technician-D
MT0000321,AC00199,2026-03-16,Landing Gear,Low,59,13611,Scheduled,Technician-B
MT0000322,AC00022,2026-02-05,Landing Gear,Medium,2,10444,Completed,Technician-A
MT0000323,AC00738,2026-06-06,Landing Gear,Medium,64,27094,Scheduled,Technician-B
MT0000324,AC00486,2026-06-10,Routine Service,Low,13,876,Completed,Technician-A
MT0000325,AC00155,2026-02-26,Routine Service,Medium,50,64247,Scheduled,Technician-D
MT0000326,AC00858,2026-05-14,Avionics Inspection,Medium,66,49504,Completed,Technician-A
MT0000327,AC00673,2026-02-03,Routine Service,High,56,83978,In Progress,Technician-C
MT0000328,AC01145,2026-04-10,Landing Gear,Low,44,5872,Scheduled,Technician-D
MT0000329,AC00374,2026-01-21,Landing Gear,High,2,6454,Completed,Technician-A
MT0000330,AC00405,2026-06-03,Routine Service,Medium,12,9455,Scheduled,Technician-C
MT0000331,AC00826,2026-01-27,Routine Service,Medium,68,14314,Completed,Technician-C
MT0000332,AC00048,2026-01-23,Routine Service,Low,7,23560,In Progress,Technician-D
MT0000333,AC00960,2026-06-28,Avionics Inspection,Medium,32,29092,Scheduled,Technician-A
MT0000334,AC00906,2026-01-28,Engine Inspection,Low,16,43273,Completed,Technician-C
MT0000335,AC01076,2026-01-06,Hydraulic Check,Medium,37,64351,In Progress,Technician-A
MT0000336,AC00344,2026-02-11,Engine Inspection,Low,31,53740,In Progress,Technician-A
MT0000337,AC01192,2026-01-29,Structural Inspection,High,15,20766,Scheduled,Technician-D
MT0000338,AC00001,2026-02-11,Landing Gear,High,27,16231,Scheduled,Technician-A
MT0000339,AC00513,2026-02-25,Hydraulic Check,High,33,5864,Scheduled,Technician-A
MT0000340,AC00700,2026-01-09,Landing Gear,Low,49,75480,Completed,Technician-A
MT0000341,AC00087,2026-05-09,Structural Inspection,High,23,63163,In Progress,Technician-B
MT0000342,AC00866,2026-04-09,Routine Service,Low,60,34640,Scheduled,Technician-D
MT0000343,AC00857,2026-06-02,Avionics Inspection,High,61,63945,Completed,Technician-A
MT0000344,AC00700,2026-04-14,Engine Inspection,Medium,64,80019,In Progress,Technician-B
MT0000345,AC00202,2026-06-11,Landing Gear,Medium,66,3337,Completed,Technician-B
MT0000346,AC01036,2026-05-24,Hydraulic Check,High,43,36185,Completed,Technician-D
MT0000347,AC00638,2026-01-20,Hydraulic Check,Low,25,84894,Completed,Technician-C
MT0000348,AC00506,2026-02-19,Landing Gear,Low,14,66378,In Progress,Technician-B
MT0000349,AC00590,2026-02-10,Routine Service,Low,16,28478,Scheduled,Technician-A
MT0000350,AC00772,2026-04-02,Engine Inspection,Medium,69,19682,In Progress,Technician-B
MT0000351,AC00039,2026-06-01,Engine Inspection,Low,55,2415,Completed,Technician-C
MT0000352,AC00888,2026-05-13,Engine Inspection,Medium,40,79261,In Progress,Technician-C
MT0000353,AC00008,2026-06-16,Engine Inspection,Low,67,34872,Completed,Technician-C
MT0000354,AC00756,2026-01-21,Routine Service,Low,24,72069,In Progress,Technician-A
MT0000355,AC00079,2026-02-20,Avionics Inspection,Medium,30,15656,Completed,Technician-D
MT0000356,AC01155,2026-01-16,Landing Gear,Medium,61,34318,In Progress,Technician-D
MT0000357,AC00402,2026-06-10,Hydraulic Check,Medium,69,72042,Completed,Technician-A
MT0000358,AC00547,2026-01-19,Landing Gear,Medium,6,28335,Completed,Technician-C
MT0000359,AC00805,2026-06-22,Landing Gear,High,31,67046,Completed,Technician-C
MT0000360,AC01011,2026-05-18,Avionics Inspection,Medium,3,65111,In Progress,Technician-D
MT0000361,AC00550,2026-06-12,Hydraulic Check,Low,57,74669,Completed,Technician-A
MT0000362,AC00663,2026-04-06,Hydraulic Check,High,20,68879,In Progress,Technician-B
MT0000363,AC00046,2026-05-11,Hydraulic Check,Medium,7,47078,Completed,Technician-B
MT0000364,AC00207,2026-02-06,Routine Service,Medium,58,80662,In Progress,Technician-A
MT0000365,AC00439,2026-06-11,Routine Service,Medium,35,49388,Completed,Technician-A
MT0000366,AC00192,2026-05-31,Routine Service,High,23,10227,Completed,Technician-D
MT0000367,AC00090,2026-01-28,Hydraulic Check,Medium,15,71729,In Progress,Technician-C
MT0000368,AC00868,2026-01-29,Engine Inspection,Medium,10,79765,In Progress,Technician-C
MT0000369,AC01161,2026-04-14,Engine Inspection,Medium,46,76820,Scheduled,Technician-D
MT0000370,AC00108,2026-06-29,Routine Service,Medium,55,29000,In Progress,Technician-A
MT0000371,AC00140,2026-06-02,Landing Gear,Medium,53,44342,Scheduled,Technician-B
MT0000372,AC00836,2026-05-26,Landing Gear,Medium,21,10115,Scheduled,Technician-B
MT0000373,AC00089,2026-02-21,Hydraulic Check,Low,47,49042,In Progress,Technician-C
MT0000374,AC01146,2026-05-26,Avionics Inspection,Medium,72,81617,Completed,Technician-A
MT0000375,AC00771,2026-05-12,Structural Inspection,Low,62,46632,In Progress,Technician-B
MT0000376,AC00311,2026-06-26,Routine Service,Medium,72,23916,Scheduled,Technician-A
MT0000377,AC00012,2026-02-26,Landing Gear,Medium,23,78300,Completed,Technician-B
MT0000378,AC00223,2026-05-08,Routine Service,Low,38,32243,Scheduled,Technician-B
MT0000379,AC00223,2026-02-22,Routine Service,Medium,9,30069,In Progress,Technician-A
MT0000380,AC01027,2026-04-02,Routine Service,Medium,53,28096,Completed,Technician-B
MT0000381,AC00387,2026-01-24,Structural Inspection,Medium,22,30781,Completed,Technician-B
MT0000382,AC00126,2026-01-09,Landing Gear,Medium,13,41374,Completed,Technician-D
MT0000383,AC01157,2026-06-17,Landing Gear,Medium,15,69791,In Progress,Technician-C
MT0000384,AC00687,2026-05-18,Avionics Inspection,Low,54,65422,Completed,Technician-A
MT0000385,AC01113,2026-06-21,Avionics Inspection,Medium,25,23463,Scheduled,Technician-A
MT0000386,AC00774,2026-06-22,Avionics Inspection,Low,54,11798,Completed,Technician-B
MT0000387,AC00360,2026-02-17,Engine Inspection,Medium,24,54792,In Progress,Technician-C
MT0000388,AC00710,2026-01-30,Hydraulic Check,Medium,68,72197,Completed,Technician-A
MT0000389,AC00202,2026-06-20,Hydraulic Check,Low,57,70164,Completed,Technician-D
MT0000390,AC00350,2026-06-12,Hydraulic Check,Medium,45,22010,Scheduled,Technician-A
MT0000391,AC00472,2026-02-17,Structural Inspection,Medium,16,84761,Completed,Technician-D
MT0000392,AC01052,2026-01-18,Avionics Inspection,Low,26,69515,In Progress,Technician-D
MT0000393,AC00082,2026-02-10,Hydraulic Check,Medium,60,54024,In Progress,Technician-B
MT0000394,AC00105,2026-05-13,Landing Gear,Low,27,1432,In Progress,Technician-D
MT0000395,AC00480,2026-02-01,Avionics Inspection,Low,65,48146,In Progress,Technician-B
MT0000396,AC00397,2026-05-12,Hydraulic Check,Medium,45,32075,In Progress,Technician-D
MT0000397,AC00753,2026-01-02,Landing Gear,Critical,31,69129,Scheduled,Technician-B
MT0000398,AC00624,2026-05-28,Hydraulic Check,Medium,14,32388,Completed,Technician-D
MT0000399,AC01173,2026-05-13,Routine Service,High,10,72330,In Progress,Technician-A
MT0000400,AC00509,2026-06-17,Landing Gear,Low,69,53656,Scheduled,Technician-D
MT0000401,AC00002,2026-04-27,Avionics Inspection,Low,32,72216,Completed,Technician-C
MT0000402,AC00591,2026-06-13,Engine Inspection,Low,28,76230,Scheduled,Technician-B
MT0000403,AC00303,2026-05-02,Routine Service,Low,32,17350,Completed,Technician-A
MT0000404,AC00411,2026-01-01,Hydraulic Check,Low,28,83969,Completed,Technician-C
MT0000405,AC00509,2026-01-26,Structural Inspection,Medium,48,40846,In Progress,Technician-A
MT0000406,AC00805,2026-05-12,Hydraulic Check,Medium,17,42203,In Progress,Technician-A
MT0000407,AC00311,2026-03-16,Engine Inspection,Low,46,35580,In Progress,Technician-D
MT0000408,AC00941,2026-02-23,Avionics Inspection,Low,5,42708,In Progress,Technician-B
MT0000409,AC00308,2026-01-18,Avionics Inspection,Low,28,63179,In Progress,Technician-B
MT0000410,AC01109,2026-02-16,Landing Gear,Low,27,947,Completed,Technician-D
MT0000411,AC00793,2026-03-25,Avionics Inspection,Medium,2,39193,Completed,Technician-D
MT0000412,AC01031,2026-03-09,Engine Inspection,Low,8,25137,Scheduled,Technician-C
MT0000413,AC00069,2026-02-13,Avionics Inspection,High,6,62143,In Progress,Technician-B
MT0000414,AC00251,2026-03-15,Routine Service,Low,24,14943,Completed,Technician-C
MT0000415,AC00161,2026-06-10,Hydraulic Check,Low,22,31678,In Progress,Technician-A
MT0000416,AC01109,2026-06-28,Avionics Inspection,Medium,12,57451,Completed,Technician-D
MT0000417,AC00886,2026-06-14,Structural Inspection,Medium,43,39829,In Progress,Technician-C
MT0000418,AC00622,2026-01-16,Landing Gear,Medium,67,3054,In Progress,Technician-C
MT0000419,AC00213,2026-05-02,Structural Inspection,Medium,58,16258,Completed,Technician-A
MT0000420,AC00984,2026-05-18,Hydraulic Check,Medium,69,67806,Completed,Technician-C
MT0000421,AC00462,2026-05-15,Engine Inspection,Low,46,38901,In Progress,Technician-A
MT0000422,AC00868,2026-02-03,Landing Gear,Low,9,51753,In Progress,Technician-B
MT0000423,AC00021,2026-01-20,Structural Inspection,Medium,7,2038,Completed,Technician-B
MT0000424,AC00279,2026-04-04,Structural Inspection,Low,36,27362,Completed,Technician-D
MT0000425,AC00238,2026-03-24,Engine Inspection,Medium,51,67693,Completed,Technician-D
MT0000426,AC00764,2026-05-13,Avionics Inspection,Low,31,62027,In Progress,Technician-D
MT0000427,AC00366,2026-04-22,Structural Inspection,Low,27,1734,In Progress,Technician-D
MT0000428,AC01105,2026-01-31,Hydraulic Check,Low,31,39566,In Progress,Technician-A
MT0000429,AC00504,2026-01-14,Avionics Inspection,Low,22,81059,Completed,Technician-B
MT0000430,AC00887,2026-02-08,Landing Gear,High,13,43387,In Progress,Technician-D
MT0000431,AC01195,2026-06-13,Landing Gear,High,44,69921,Completed,Technician-D
MT0000432,AC00584,2026-05-05,Structural Inspection,Low,19,60274,Completed,Technician-D
MT0000433,AC01177,2026-03-12,Hydraulic Check,Low,18,13939,Completed,Technician-C
MT0000434,AC00091,2026-01-20,Landing Gear,Critical,69,42324,Completed,Technician-D
MT0000435,AC00407,2026-03-09,Structural Inspection,High,56,78343,In Progress,Technician-C
MT0000436,AC00487,2026-03-16,Engine Inspection,Medium,3,33315,Completed,Technician-D
MT0000437,AC00563,2026-01-30,Landing Gear,Medium,23,73559,Completed,Technician-B
MT0000438,AC00840,2026-02-04,Structural Inspection,Low,25,57194,In Progress,Technician-C
MT0000439,AC01142,2026-01-18,Hydraulic Check,Low,43,66349,Scheduled,Technician-C
MT0000440,AC00412,2026-01-28,Hydraulic Check,Low,63,51259,Scheduled,Technician-D
MT0000441,AC00419,2026-01-19,Structural Inspection,Medium,68,23690,In Progress,Technician-D
MT0000442,AC00204,2026-01-28,Structural Inspection,Low,5,84196,In Progress,Technician-B
MT0000443,AC00867,2026-02-19,Hydraulic Check,Low,3,14621,Scheduled,Technician-D
MT0000444,AC01169,2026-02-20,Landing Gear,Low,47,36250,In Progress,Technician-D
MT0000445,AC00397,2026-05-14,Structural Inspection,High,3,29969,Scheduled,Technician-B
MT0000446,AC00558,2026-05-01,Routine Service,Low,43,56309,Completed,Technician-B
MT0000447,AC00372,2026-02-19,Landing Gear,Medium,67,39905,In Progress,Technician-D
MT0000448,AC00857,2026-02-09,Hydraulic Check,High,36,63813,Completed,Technician-D
MT0000449,AC00060,2026-05-11,Routine Service,Low,41,68156,Scheduled,Technician-C
MT0000450,AC00330,2026-04-14,Avionics Inspection,Medium,8,37148,In Progress,Technician-C
MT0000451,AC00373,2026-04-30,Avionics Inspection,Medium,3,63882,In Progress,Technician-C
MT0000452,AC00690,2026-04-03,Structural Inspection,Low,16,21260,In Progress,Technician-D
MT0000453,AC01007,2026-02-13,Engine Inspection,Medium,26,78587,Scheduled,Technician-D
MT0000454,AC01051,2026-06-10,Landing Gear,Medium,6,27466,Completed,Technician-A
MT0000455,AC00214,2026-01-19,Structural Inspection,Low,29,6012,In Progress,Technician-A
MT0000456,AC01105,2026-05-29,Structural Inspection,Low,59,27740,In Progress,Technician-A
MT0000457,AC00871,2026-04-25,Routine Service,Medium,10,3837,Completed,Technician-C
MT0000458,AC00532,2026-05-23,Avionics Inspection,High,32,30955,Completed,Technician-A
MT0000459,AC01165,2026-01-12,Routine Service,High,64,73546,Completed,Technician-B
MT0000460,AC00904,2026-03-16,Structural Inspection,Low,16,31509,Scheduled,Technician-D
MT0000461,AC00609,2026-03-21,Avionics Inspection,Medium,21,48322,Completed,Technician-B
MT0000462,AC00456,2026-04-22,Landing Gear,Medium,7,15607,In Progress,Technician-A
MT0000463,AC00394,2026-01-13,Structural Inspection,High,31,71449,Completed,Technician-B
MT0000464,AC00007,2026-06-19,Structural Inspection,High,25,78862,In Progress,Technician-D
MT0000465,AC00166,2026-02-07,Hydraulic Check,Low,10,39049,Scheduled,Technician-D
MT0000466,AC00807,2026-03-31,Hydraulic Check,Low,36,82075,In Progress,Technician-A
MT0000467,AC00184,2026-02-19,Landing Gear,Low,11,1606,Completed,Technician-D
MT0000468,AC00945,2026-02-21,Avionics Inspection,Low,25,38311,In Progress,Technician-D
MT0000469,AC01130,2026-04-16,Structural Inspection,Low,31,24919,Completed,Technician-D
MT0000470,AC01185,2026-04-22,Hydraulic Check,Low,18,10150,Completed,Technician-C
MT0000471,AC00545,2026-02-05,Avionics Inspection,Medium,12,22283,Completed,Technician-A
MT0000472,AC00403,2026-02-24,Engine Inspection,High,9,14540,In Progress,Technician-D
MT0000473,AC01199,2026-05-29,Engine Inspection,Low,29,47256,Completed,Technician-C
MT0000474,AC00169,2026-03-11,Landing Gear,High,46,46084,Completed,Technician-A
MT0000475,AC01089,2026-06-05,Structural Inspection,High,10,20159,Completed,Technician-C
MT0000476,AC01151,2026-01-12,Avionics Inspection,Medium,7,63280,Completed,Technician-D
MT0000477,AC00012,2026-06-06,Routine Service,Medium,19,25657,Completed,Technician-D
MT0000478,AC00837,2026-06-09,Hydraulic Check,Medium,3,8417,Scheduled,Technician-B
MT0000479,AC01061,2026-04-10,Routine Service,Low,7,28097,Completed,Technician-B
MT0000480,AC00188,2026-06-11,Landing Gear,High,70,52154,In Progress,Technician-B
MT0000481,AC00378,2026-05-13,Landing Gear,Low,35,20000,Completed,Technician-C
MT0000482,AC00210,2026-06-27,Avionics Inspection,Medium,67,13741,In Progress,Technician-B
MT0000483,AC00952,2026-05-23,Engine Inspection,Low,18,79941,Scheduled,Technician-C
MT0000484,AC00382,2026-07-02,Hydraulic Check,Medium,28,32690,Completed,Technician-A
MT0000485,AC00770,2026-03-18,Structural Inspection,Low,9,37585,Completed,Technician-B
MT0000486,AC00028,2026-05-28,Avionics Inspection,High,72,3298,Scheduled,Technician-C
MT0000487,AC00766,2026-03-13,Structural Inspection,Medium,30,10916,In Progress,Technician-C
MT0000488,AC00774,2026-03-27,Landing Gear,Medium,61,3830,Completed,Technician-B
MT0000489,AC00298,2026-01-31,Structural Inspection,High,53,78821,Completed,Technician-D
MT0000490,AC00286,2026-02-08,Landing Gear,Low,16,6670,In Progress,Technician-C
MT0000491,AC00042,2026-04-18,Routine Service,Medium,26,22208,Completed,Technician-D
MT0000492,AC00838,2026-03-09,Structural Inspection,Low,54,31715,Completed,Technician-D
MT0000493,AC01181,2026-02-17,Routine Service,Low,18,38222,Scheduled,Technician-A
MT0000494,AC00969,2026-06-17,Structural Inspection,Low,49,60737,Completed,Technician-C
MT0000495,AC00651,2026-04-11,Avionics Inspection,Low,38,27418,Completed,Technician-C
MT0000496,AC00976,2026-01-18,Structural Inspection,Low,22,37131,In Progress,Technician-D
MT0000497,AC01058,2026-07-01,Engine Inspection,Medium,34,66656,Scheduled,Technician-A
MT0000498,AC00670,2026-05-28,Avionics Inspection,Low,53,21633,Completed,Technician-B
MT0000499,AC00394,2026-04-01,Structural Inspection,Low,7,56227,In Progress,Technician-C
MT0000500,AC00780,2026-07-02,Structural Inspection,Low,53,51689,Completed,Technician-A
MT0000501,AC00797,2026-04-02,Landing Gear,Medium,58,22546,Completed,Technician-B
MT0000502,AC01029,2026-03-28,Avionics Inspection,Low,44,24469,Completed,Technician-B
MT0000503,AC00347,2026-03-14,Engine Inspection,Medium,33,19859,Completed,Technician-D
MT0000504,AC00768,2026-04-22,Engine Inspection,Medium,47,83536,Scheduled,Technician-A
MT0000505,AC00903,2026-04-23,Routine Service,Medium,23,1615,In Progress,Technician-C
MT0000506,AC00861,2026-01-27,Engine Inspection,Low,17,30701,Scheduled,Technician-B
MT0000507,AC00131,2026-06-16,Routine Service,Low,31,68150,Completed,Technician-B
MT0000508,AC01193,2026-02-07,Structural Inspection,Low,48,49752,Scheduled,Technician-B
MT0000509,AC00640,2026-02-20,Engine Inspection,High,61,19991,Completed,Technician-B
MT0000510,AC01023,2026-03-13,Hydraulic Check,Low,42,35204,In Progress,Technician-C
MT0000511,AC00448,2026-06-18,Structural Inspection,Low,64,68592,Completed,Technician-C
MT0000512,AC00938,2026-05-07,Routine Service,Low,7,15842,Completed,Technician-C
MT0000513,AC00681,2026-05-28,Avionics Inspection,Critical,36,19855,Completed,Technician-B
MT0000514,AC00016,2026-02-27,Hydraulic Check,Medium,24,11374,Completed,Technician-C
MT0000515,AC00419,2026-05-09,Routine Service,High,13,6890,Scheduled,Technician-C
MT0000516,AC00029,2026-06-14,Hydraulic Check,Low,41,13615,Completed,Technician-C
MT0000517,AC00564,2026-06-26,Structural Inspection,Low,29,68967,Scheduled,Technician-B
MT0000518,AC00724,2026-02-24,Structural Inspection,Low,45,40845,Completed,Technician-C
MT0000519,AC00866,2026-02-13,Landing Gear,Medium,16,11296,Completed,Technician-B
MT0000520,AC00314,2026-04-16,Routine Service,Low,55,37412,Completed,Technician-C
MT0000521,AC01013,2026-03-06,Landing Gear,High,9,47133,Completed,Technician-D
MT0000522,AC00082,2026-06-09,Landing Gear,Critical,42,65046,Scheduled,Technician-D
MT0000523,AC00921,2026-06-02,Structural Inspection,Low,35,13167,Completed,Technician-D
MT0000524,AC00704,2026-05-06,Routine Service,High,57,11484,In Progress,Technician-B
MT0000525,AC01080,2026-01-16,Avionics Inspection,Low,7,13346,In Progress,Technician-D
MT0000526,AC00164,2026-02-04,Landing Gear,Low,47,79393,Completed,Technician-D
MT0000527,AC00615,2026-06-12,Structural Inspection,Low,32,44023,Completed,Technician-B
