incident_id,flight_id,aircraft_id,incident_timestamp,incident_type,severity,resolution_status,airport
IN0000286,FL0011550,AC00990,2026-01-13 17:51:00,Weather Alert,High,Resolved,ATL
IN0000287,FL0002585,AC00491,2026-03-27 09:11:00,Brake Issue,High,Investigating,DEN
IN0000288,FL0004631,AC00093,2026-03-25 18:33:00,Brake Issue,Medium,Open,JFK
IN0000289,FL0002529,AC00801,2026-06-12 03:00:00,Hydraulic Leak,Low,Resolved,BLR
IN0000290,FL0002609,AC00692,2026-03-23 16:08:00,Bird Strike,Low,Closed,MIA
IN0000291,FL0000108,AC00175,2026-02-16 22:06:00,Engine Alert,Low,Open,JFK
IN0000292,FL0003323,AC00910,2026-03-16 02:49:00,Brake Issue,High,Open,ORD
IN0000293,FL0000437,AC00538,2026-06-01 16:08:00,Turbulence,High,Closed,LHR
IN0000294,FL0002472,AC01096,2026-05-31 02:07:00,Brake Issue,Low,Closed,BLR
IN0000295,FL0012650,AC00222,2026-05-18 01:50:00,Brake Issue,Medium,Open,SFO
IN0000296,FL0003995,AC00985,2026-03-09 12:39:00,Weather Alert,Low,Resolved,BLR
IN0000297,FL0013729,AC00885,2026-04-22 00:05:00,Brake Issue,High,Closed,SEA
IN0000298,FL0011238,AC00950,2026-05-18 13:20:00,Hydraulic Leak,Low,Resolved,SIN
IN0000299,FL0010273,AC00339,2026-02-18 21:05:00,Turbulence,Low,Open,DFW
IN0000300,FL0004143,AC00778,2026-02-07 14:21:00,Engine Alert,Critical,Investigating,JFK
IN0000301,FL0009059,AC00842,2026-04-18 09:10:00,Navigation Error,Low,Closed,MIA
IN0000302,FL0001906,AC00666,2026-05-18 21:57:00,Brake Issue,Medium,Investigating,DFW
IN0000303,FL0012645,AC00830,2026-05-04 23:55:00,Turbulence,Medium,Resolved,DXB
IN0000304,FL0010664,AC00692,2026-01-13 03:15:00,Turbulence,Medium,Resolved,DEN
IN0000305,FL0005130,AC01021,2026-03-04 00:04:00,Brake Issue,Low,Investigating,SIN
IN0000306,FL0012811,AC00498,2026-04-12 03:00:00,Brake Issue,Low,Open,LHR
IN0000307,FL0010405,AC00997,2026-01-19 00:53:00,Engine Alert,Low,Resolved,ORD
IN0000308,FL0005315,AC00245,2026-01-18 19:58:00,Weather Alert,Medium,Resolved,BOS
IN0000309,FL0013817,AC00411,2026-06-08 06:08:00,Turbulence,Low,Resolved,LHR
IN0000310,FL0012651,AC00498,2026-01-14 21:36:00,Brake Issue,Low,Resolved,SEA
IN0000311,FL0001309,AC00696,2026-03-27 12:09:00,Bird Strike,Medium,Open,LHR
IN0000312,FL0008458,AC01008,2026-04-16 17:09:00,Brake Issue,Medium,Investigating,BOS
IN0000313,FL0013406,AC00531,2026-02-26 07:17:00,Brake Issue,Medium,Open,SIN
IN0000314,FL0001926,AC00105,2026-03-10 20:06:00,Hydraulic Leak,Low,Investigating,SEA
IN0000315,FL0013381,AC00233,2026-03-19 06:08:00,Turbulence,Low,Closed,BLR
IN0000316,FL0010462,AC01153,2026-06-09 08:47:00,Weather Alert,Low,Investigating,SFO
IN0000317,FL0005754,AC00458,2026-03-03 21:42:00,Bird Strike,Medium,Open,BOS
IN0000318,FL0006270,AC00782,2026-05-25 04:45:00,Navigation Error,Low,Resolved,DEN
IN0000319,FL0010769,AC01035,2026-04-09 13:58:00,Bird Strike,Medium,Open,ATL
IN0000320,FL0004130,AC01185,2026-06-16 00:21:00,Brake Issue,Low,Open,SIN
IN0000321,FL0013678,AC01188,2026-02-09 20:06:00,Weather Alert,Medium,Resolved,SEA
IN0000322,FL0012159,AC00141,2026-06-10 19:33:00,Weather Alert,Low,Investigating,BLR
IN0000323,FL0006618,AC00440,2026-02-18 01:44:00,Engine Alert,Low,Closed,SFO
IN0000324,FL0010721,AC00983,2026-01-22 09:35:00,Engine Alert,Low,Closed,BOS
IN0000325,FL0011607,AC00188,2026-03-09 20:56:00,Navigation Error,Medium,Investigating,LHR
IN0000326,FL0003846,AC00622,2026-06-25 10:05:00,Navigation Error,Low,Open,DFW
IN0000327,FL0012404,AC00023,2026-01-28 10:10:00,Bird Strike,Low,Investigating,SFO
IN0000328,FL0002786,AC00968,2026-03-28 20:53:00,Engine Alert,Medium,Closed,SEA
IN0000329,FL0000467,AC00408,2026-05-28 08:46:00,Bird Strike,Low,Investigating,DXB
IN0000330,FL0003830,AC00416,2026-03-13 04:34:00,Bird Strike,Low,Open,BLR
IN0000331,FL0009671,AC00543,2026-04-01 15:07:00,Turbulence,Low,Closed,LHR
IN0000332,FL0000753,AC00993,2026-05-30 03:00:00,Navigation Error,Low,Open,SEA
IN0000333,FL0006105,AC00478,2026-01-07 11:51:00,Turbulence,Medium,Resolved,DEL
IN0000334,FL0004362,AC00505,2026-03-04 15:55:00,Hydraulic Leak,Low,Investigating,LAX
IN0000335,FL0006628,AC00511,2026-04-24 22:16:00,Navigation Error,Low,Closed,DFW
IN0000336,FL0014169,AC00768,2026-06-12 11:09:00,Navigation Error,Low,Resolved,JFK
IN0000337,FL0008924,AC00467,2026-06-30 12:25:00,Brake Issue,Low,Closed,JFK
IN0000338,FL0009622,AC00491,2026-05-02 02:27:00,Engine Alert,Medium,Investigating,DFW
IN0000339,FL0000051,AC00572,2026-03-29 04:39:00,Engine Alert,Low,Investigating,DXB
IN0000340,FL0003415,AC00999,2026-04-29 09:22:00,Engine Alert,Low,Resolved,BLR
IN0000341,FL0000402,AC00194,2026-02-04 17:01:00,Bird Strike,Low,Resolved,ATL
IN0000342,FL0011220,AC00153,2026-03-10 04:38:00,Bird Strike,High,Closed,DEL
IN0000343,FL0004850,AC00215,2026-06-13 07:25:00,Turbulence,Medium,Closed,SIN
IN0000344,FL0000550,AC00369,2026-06-21 12:50:00,Engine Alert,Medium,Closed,SEA
IN0000345,FL0007136,AC00046,2026-05-13 09:58:00,Bird Strike,High,Resolved,DEL
IN0000346,FL0014788,AC00399,2026-02-24 00:32:00,Navigation Error,Medium,Investigating,SEA
IN0000347,FL0009259,AC01039,2026-06-14 12:56:00,Navigation Error,Low,Investigating,BOS
IN0000348,FL0009617,AC00134,2026-03-06 12:20:00,Weather Alert,Low,Investigating,ORD
IN0000349,FL0000815,AC00698,2026-04-05 11:06:00,Hydraulic Leak,Medium,Open,SIN
IN0000350,FL0014784,AC00892,2026-01-20 12:06:00,Weather Alert,Medium,Resolved,DFW
IN0000351,FL0008592,AC00639,2026-05-08 05:15:00,Hydraulic Leak,Medium,Investigating,BOS
IN0000352,FL0005053,AC00277,2026-06-03 12:07:00,Navigation Error,Low,Closed,BLR
IN0000353,FL0007723,AC00788,2026-05-21 07:08:00,Bird Strike,Low,Investigating,BLR
IN0000354,FL0000072,AC01044,2026-03-24 07:03:00,Engine Alert,High,Closed,SIN
IN0000355,FL0014820,AC00495,2026-01-21 20:21:00,Turbulence,Low,Open,LHR
IN0000356,FL0004306,AC00505,2026-03-19 19:12:00,Turbulence,Low,Closed,SEA
IN0000357,FL0003002,AC00955,2026-02-25 16:15:00,Engine Alert,Low,Closed,BOS
IN0000358,FL0007097,AC00463,2026-02-06 14:54:00,Bird Strike,Low,Open,SFO
IN0000359,FL0001162,AC00487,2026-03-12 00:51:00,Hydraulic Leak,Medium,Investigating,LAX
IN0000360,FL0000447,AC00951,2026-05-28 15:33:00,Turbulence,Low,Open,BLR
IN0000361,FL0013521,AC01082,2026-03-13 04:54:00,Bird Strike,High,Investigating,BOS
IN0000362,FL0012054,AC01060,2026-03-18 22:49:00,Brake Issue,Medium,Investigating,LHR
IN0000363,FL0005316,AC01051,2026-06-08 03:53:00,Brake Issue,Medium,Closed,DXB
IN0000364,FL0007602,AC00140,2026-03-13 00:19:00,Weather Alert,Medium,Open,ORD
IN0000365,FL0008710,AC00432,2026-04-16 22:01:00,Turbulence,Low,Closed,ATL
IN0000366,FL0007891,AC01103,2026-02-01 08:41:00,Navigation Error,Low,Open,LAX
IN0000367,FL0005900,AC01190,2026-06-01 20:09:00,Weather Alert,Low,Closed,SEA
IN0000368,FL0010413,AC00473,2026-05-17 20:27:00,Turbulence,Medium,Investigating,DEN
IN0000369,FL0013360,AC00878,2026-04-11 16:30:00,Engine Alert,Medium,Closed,MIA
IN0000370,FL0010360,AC00096,2026-01-21 02:40:00,Weather Alert,Medium,Investigating,LAX
IN0000371,FL0009899,AC00401,2026-02-23 07:54:00,Weather Alert,Critical,Open,DFW
IN0000372,FL0011112,AC01114,2026-06-09 17:07:00,Bird Strike,Low,Resolved,SFO
IN0000373,FL0011563,AC00100,2026-06-08 11:34:00,Engine Alert,Medium,Closed,ORD
IN0000374,FL0000336,AC00585,2026-07-02 05:50:00,Bird Strike,Medium,Resolved,LAX
IN0000375,FL0007421,AC00543,2026-04-17 17:18:00,Brake Issue,Medium,Closed,BOS
IN0000376,FL0005103,AC00878,2026-04-04 11:09:00,Hydraulic Leak,Medium,Investigating,DEN
IN0000377,FL0009673,AC00708,2026-03-10 08:53:00,Bird Strike,Low,Resolved,DEN
IN0000378,FL0006977,AC00701,2026-03-02 15:12:00,Engine Alert,Low,Open,ATL
IN0000379,FL0004897,AC00010,2026-05-17 20:05:00,Turbulence,Medium,Investigating,LAX
IN0000380,FL0011553,AC00513,2026-06-29 00:30:00,Brake Issue,Low,Investigating,DEN
IN0000381,FL0004873,AC00135,2026-04-04 01:15:00,Bird Strike,Low,Closed,DEL
IN0000382,FL0014725,AC00293,2026-03-23 16:03:00,Brake Issue,Medium,Resolved,SEA
IN0000383,FL0010037,AC00001,2026-03-16 07:44:00,Turbulence,Medium,Open,MIA
IN0000384,FL0008155,AC00453,2026-05-06 19:30:00,Hydraulic Leak,Low,Closed,DEN
IN0000385,FL0008891,AC00281,2026-03-17 21:00:00,Turbulence,Medium,Open,BOS
IN0000386,FL0000018,AC00834,2026-06-25 05:20:00,Hydraulic Leak,High,Open,BLR
IN0000387,FL0012668,AC00902,2026-03-05 07:26:00,Bird Strike,Medium,Open,ATL
IN0000388,FL0009932,AC00141,2026-05-28 05:05:00,Brake Issue,Low,Resolved,DEN
IN0000389,FL0004669,AC00422,2026-05-12 15:04:00,Hydraulic Leak,Medium,Closed,LAX
IN0000390,FL0008184,AC01003,2026-04-23 23:40:00,Hydraulic Leak,Low,Open,DFW
IN0000391,FL0005055,AC00552,2026-02-03 22:21:00,Engine Alert,Low,Open,ORD
IN0000392,FL0003489,AC00745,2026-06-07 15:39:00,Hydraulic Leak,Medium,Resolved,DEL
IN0000393,FL0005411,AC01023,2026-02-22 16:26:00,Weather Alert,Medium,Closed,LAX
IN0000394,FL0007326,AC00184,2026-06-30 02:23:00,Weather Alert,Low,Investigating,SEA
IN0000395,FL0011146,AC00985,2026-06-30 04:39:00,Turbulence,Low,Open,DEL
IN0000396,FL0012306,AC00467,2026-03-10 11:04:00,Brake Issue,Low,Closed,DEL
IN0000397,FL0011652,AC00556,2026-02-21 05:39:00,Bird Strike,Medium,Investigating,LHR
IN0000398,FL0013054,AC01077,2026-05-04 16:16:00,Weather Alert,Medium,Investigating,JFK
IN0000399,FL0012910,AC00820,2026-06-06 13:29:00,Engine Alert,Medium,Closed,ATL
IN0000400,FL0002409,AC00586,2026-06-23 19:50:00,Bird Strike,Medium,Closed,SEA
IN0000401,FL0002374,AC01007,2026-03-28 01:38:00,Navigation Error,Low,Closed,MIA
IN0000402,FL0004027,AC00910,2026-03-07 00:40:00,Engine Alert,High,Closed,SFO
IN0000403,FL0014247,AC00204,2026-04-27 20:33:00,Bird Strike,High,Open,BOS
IN0000404,FL0008128,AC01022,2026-01-19 13:16:00,Weather Alert,Medium,Investigating,SIN
IN0000405,FL0012794,AC00306,2026-01-22 19:23:00,Engine Alert,Low,Closed,SEA
IN0000406,FL0005591,AC00892,2026-05-14 20:39:00,Bird Strike,Medium,Resolved,DEN
IN0000407,FL0000232,AC00610,2026-04-30 07:02:00,Turbulence,Medium,Resolved,SIN
IN0000408,FL0010109,AC00581,2026-03-22 21:16:00,Engine Alert,Low,Investigating,SIN
IN0000409,FL0003985,AC00678,2026-05-31 03:58:00,Engine Alert,Medium,Resolved,DFW
IN0000410,FL0000754,AC00901,2026-03-30 02:57:00,Bird Strike,High,Investigating,JFK
IN0000411,FL0012075,AC00588,2026-01-19 11:13:00,Bird Strike,Critical,Open,BLR
IN0000412,FL0002550,AC00553,2026-06-06 01:12:00,Hydraulic Leak,Low,Investigating,SEA
IN0000413,FL0002795,AC00776,2026-05-06 07:37:00,Turbulence,Low,Closed,DEL
IN0000414,FL0009504,AC00810,2026-03-07 01:29:00,Weather Alert,Low,Closed,SFO
IN0000415,FL0001235,AC00798,2026-05-29 02:42:00,Engine Alert,Low,Closed,BOS
IN0000416,FL0003806,AC01011,2026-05-06 12:10:00,Hydraulic Leak,Low,Resolved,ATL
IN0000417,FL0009688,AC00991,2026-05-28 06:02:00,Engine Alert,Medium,Resolved,SIN
IN0000418,FL0014974,AC00043,2026-03-18 01:20:00,Brake Issue,Low,Open,DFW
IN0000419,FL0003202,AC00437,2026-03-26 23:04:00,Bird Strike,Low,Resolved,DXB
IN0000420,FL0013801,AC00195,2026-03-04 00:40:00,Navigation Error,Low,Closed,ATL
IN0000421,FL0014821,AC01150,2026-03-11 06:10:00,Weather Alert,Low,Closed,LAX
IN0000422,FL0005517,AC00278,2026-03-02 12:50:00,Navigation Error,Medium,Resolved,BOS
IN0000423,FL0008288,AC00937,2026-06-09 08:04:00,Hydraulic Leak,Medium,Open,LAX
IN0000424,FL0010985,AC00147,2026-01-12 08:09:00,Hydraulic Leak,Medium,Investigating,ATL
IN0000425,FL0003116,AC00750,2026-03-24 21:09:00,Bird Strike,Medium,Investigating,BOS
IN0000426,FL0008374,AC01022,2026-05-18 03:09:00,Bird Strike,Medium,Investigating,LHR
IN0000427,FL0006603,AC00358,2026-03-21 19:02:00,Weather Alert,Medium,Closed,MIA
IN0000428,FL0013115,AC01190,2026-02-13 09:01:00,Bird Strike,High,Resolved,SFO
IN0000429,FL0001758,AC00219,2026-05-06 17:04:00,Turbulence,Medium,Resolved,LAX
IN0000430,FL0008758,AC00394,2026-02-04 15:55:00,Bird Strike,Medium,Investigating,SEA
IN0000431,FL0000505,AC00701,2026-06-10 01:13:00,Engine Alert,Medium,Investigating,DEN
IN0000432,FL0012807,AC00150,2026-05-25 16:20:00,Brake Issue,Low,Investigating,BOS
IN0000433,FL0011978,AC00097,2026-05-30 00:28:00,Navigation Error,Low,Closed,SIN
IN0000434,FL0004197,AC00510,2026-03-16 02:30:00,Engine Alert,Low,Open,DEL
IN0000435,FL0000377,AC00939,2026-03-20 01:12:00,Weather Alert,Low,Closed,SFO
IN0000436,FL0000917,AC00521,2026-03-17 22:33:00,Engine Alert,Medium,Investigating,LHR
IN0000437,FL0006627,AC00117,2026-02-10 03:39:00,Engine Alert,Low,Closed,BLR
IN0000438,FL0000506,AC00901,2026-03-11 00:02:00,Brake Issue,Medium,Resolved,SEA
IN0000439,FL0002188,AC00258,2026-01-04 07:08:00,Engine Alert,Low,Resolved,SFO
IN0000440,FL0008910,AC00551,2026-05-05 01:18:00,Turbulence,Low,Open,SIN
IN0000441,FL0009529,AC00500,2026-02-25 07:54:00,Brake Issue,Medium,Open,DFW
IN0000442,FL0004001,AC00287,2026-02-18 23:35:00,Brake Issue,Low,Resolved,LAX
IN0000443,FL0008955,AC00960,2026-05-15 00:19:00,Brake Issue,High,Closed,SIN
IN0000444,FL0003653,AC01080,2026-05-08 04:03:00,Navigation Error,Low,Investigating,LAX
IN0000445,FL0008390,AC01069,2026-04-16 06:04:00,Brake Issue,Low,Open,JFK
IN0000446,FL0011066,AC00105,2026-02-27 21:43:00,Navigation Error,Medium,Investigating,DEL
IN0000447,FL0008754,AC00741,2026-03-29 03:50:00,Weather Alert,Medium,Open,DEL
IN0000448,FL0012907,AC00776,2026-05-15 03:33:00,Hydraulic Leak,High,Open,DEL
IN0000449,FL0004312,AC00056,2026-03-10 19:48:00,Bird Strike,Low,Resolved,DFW
IN0000450,FL0012157,AC00565,2026-03-24 00:19:00,Turbulence,Low,Resolved,LHR
IN0000451,FL0000935,AC00230,2026-03-24 21:14:00,Engine Alert,Medium,Investigating,BLR
IN0000452,FL0001279,AC00638,2026-06-03 00:23:00,Brake Issue,Low,Open,DEL
IN0000453,FL0006028,AC00225,2026-05-26 10:54:00,Turbulence,Low,Closed,DEN
IN0000454,FL0006169,AC00269,2026-02-07 01:22:00,Navigation Error,Low,Investigating,SIN
IN0000455,FL0000853,AC00800,2026-03-05 07:44:00,Turbulence,Low,Resolved,SFO
IN0000456,FL0012985,AC00453,2026-01-08 22:39:00,Hydraulic Leak,Medium,Resolved,DEN
IN0000457,FL0010786,AC00652,2026-05-02 23:17:00,Brake Issue,High,Closed,ATL
IN0000458,FL0006541,AC00827,2026-02-10 08:52:00,Bird Strike,Medium,Investigating,ORD
IN0000459,FL0006919,AC00750,2026-02-18 15:48:00,Engine Alert,Low,Investigating,BOS
IN0000460,FL0014997,AC01066,2026-06-08 22:10:00,Turbulence,Low,Investigating,DEL
IN0000461,FL0009021,AC00733,2026-01-05 11:48:00,Hydraulic Leak,Low,Investigating,LAX
IN0000462,FL0007485,AC00876,2026-01-25 02:35:00,Turbulence,Low,Resolved,LAX
IN0000463,FL0007841,AC00419,2026-04-03 09:01:00,Brake Issue,Low,Open,ORD
IN0000464,FL0006428,AC00040,2026-03-08 20:16:00,Engine Alert,Low,Open,DFW
IN0000465,FL0010260,AC00455,2026-05-21 16:33:00,Navigation Error,High,Closed,LAX
IN0000466,FL0009828,AC00249,2026-04-24 21:05:00,Turbulence,Medium,Resolved,SFO
IN0000467,FL0008426,AC00452,2026-02-07 06:19:00,Engine Alert,Low,Investigating,DXB
IN0000468,FL0008941,AC00388,2026-02-22 21:58:00,Weather Alert,High,Open,MIA
IN0000469,FL0005898,AC00955,2026-04-15 05:28:00,Weather Alert,Low,Investigating,MIA
IN0000470,FL0004353,AC00962,2026-02-27 12:39:00,Weather Alert,Medium,Open,DEN
IN0000471,FL0008776,AC01163,2026-03-28 15:31:00,Engine Alert,High,Resolved,SIN
IN0000472,FL0012897,AC01195,2026-03-15 08:19:00,Bird Strike,Low,Resolved,SEA
IN0000473,FL0001073,AC00352,2026-07-01 13:16:00,Weather Alert,Low,Closed,LHR
IN0000474,FL0009248,AC00516,2026-01-24 00:44:00,Engine Alert,Medium,Investigating,ATL
IN0000475,FL0009374,AC01098,2026-01-16 21:56:00,Hydraulic Leak,Low,Closed,JFK
IN0000476,FL0012959,AC00337,2026-05-08 01:17:00,Engine Alert,Low,Resolved,DFW
IN0000477,FL0007865,AC00531,2026-04-17 18:59:00,Turbulence,High,Resolved,BLR
IN0000478,FL0005084,AC00114,2026-04-23 17:25:00,Hydraulic Leak,Medium,Resolved,BOS
IN0000479,FL0006404,AC01056,2026-01-07 07:41:00,Brake Issue,Low,Investigating,DEL
IN0000480,FL0003152,AC00544,2026-01-11 19:11:00,Turbulence,High,Investigating,DEL
IN0000481,FL0008204,AC00301,2026-05-16 14:51:00,Navigation Error,Low,Resolved,JFK
IN0000482,FL0010563,AC00908,2026-04-24 18:47:00,Weather Alert,Low,Open,JFK
IN0000483,FL0005708,AC00053,2026-03-13 13:57:00,Navigation Error,Low,Open,SIN
IN0000484,FL0005394,AC00802,2026-02-19 11:51:00,Turbulence,Low,Open,JFK
IN0000485,FL0014105,AC00905,2026-03-21 14:50:00,Brake Issue,Low,Open,ORD
IN0000486,FL0003539,AC00504,2026-05-13 07:06:00,Weather Alert,High,Investigating,DEN
IN0000487,FL0001893,AC00632,2026-01-15 04:40:00,Engine Alert,Medium,Investigating,JFK
IN0000488,FL0000269,AC00633,2026-02-04 21:01:00,Brake Issue,Low,Investigating,DEL
IN0000489,FL0006081,AC00865,2026-01-23 18:37:00,Hydraulic Leak,Medium,Resolved,DEL
IN0000490,FL0008514,AC00727,2026-06-05 12:25:00,Engine Alert,Medium,Resolved,MIA
IN0000491,FL0011352,AC01107,2026-02-26 10:50:00,Bird Strike,Medium,Closed,BLR
IN0000492,FL0009252,AC00003,2026-07-01 02:15:00,Navigation Error,High,Resolved,DEN
IN0000493,FL0007814,AC00582,2026-03-04 01:23:00,Engine Alert,Low,Investigating,DFW
IN0000494,FL0014061,AC01065,2026-05-08 03:04:00,Brake Issue,Low,Investigating,DEL
IN0000495,FL0001755,AC00317,2026-02-03 01:45:00,Bird Strike,Low,Investigating,DFW
IN0000496,FL0013630,AC00914,2026-04-18 18:42:00,Bird Strike,Low,Investigating,DFW
IN0000497,FL0000091,AC00794,2026-06-24 18:18:00,Bird Strike,Medium,Closed,LHR
IN0000498,FL0006982,AC00931,2026-02-06 10:23:00,Brake Issue,Medium,Open,ORD
IN0000499,FL0014814,AC01110,2026-05-12 14:59:00,Bird Strike,High,Closed,SFO
IN0000500,FL0004575,AC00061,2026-05-23 19:30:00,Weather Alert,Medium,Resolved,BLR
IN0000501,FL0003915,AC00394,2026-04-19 17:04:00,Turbulence,Medium,Resolved,JFK
IN0000502,FL0002593,AC01033,2026-01-19 05:25:00,Weather Alert,Medium,Investigating,ORD
IN0000503,FL0001184,AC00952,2026-01-19 21:05:00,Brake Issue,Low,Investigating,SFO
IN0000504,FL0000937,AC00266,2026-06-20 11:50:00,Turbulence,Low,Investigating,DEL
IN0000505,FL0005948,AC00472,2026-01-29 15:09:00,Turbulence,High,Closed,SIN
IN0000506,FL0000918,AC01179,2026-04-17 11:03:00,Engine Alert,Low,Open,DXB
IN0000507,FL0014138,AC00590,2026-07-01 15:57:00,Brake Issue,Medium,Open,SEA
IN0000508,FL0013253,AC01116,2026-01-10 00:26:00,Weather Alert,Medium,Investigating,ATL
IN0000509,FL0006464,AC00609,2026-05-18 15:45:00,Bird Strike,High,Open,DXB
IN0000510,FL0001961,AC01182,2026-05-07 12:32:00,Engine Alert,Low,Investigating,BOS
IN0000511,FL0000568,AC00188,2026-02-17 15:40:00,Hydraulic Leak,Critical,Open,BOS
IN0000512,FL0007764,AC01169,2026-04-19 08:03:00,Navigation Error,Low,Investigating,ORD
IN0000513,FL0006125,AC00144,2026-07-02 05:44:00,Turbulence,Low,Closed,SFO
IN0000514,FL0007467,AC00473,2026-01-25 02:58:00,Weather Alert,Medium,Open,LHR
IN0000515,FL0002812,AC00662,2026-05-25 01:12:00,Turbulence,Low,Investigating,BLR
IN0000516,FL0006839,AC00546,2026-02-26 22:47:00,Bird Strike,Low,Resolved,BOS
IN0000517,FL0001485,AC00557,2026-01-01 02:26:00,Navigation Error,Low,Resolved,BOS
IN0000518,FL0008354,AC00609,2026-05-15 10:03:00,Engine Alert,Low,Open,ATL
IN0000519,FL0000852,AC00700,2026-01-30 00:59:00,Weather Alert,Medium,Closed,DXB
IN0000520,FL0001998,AC00650,2026-05-11 20:51:00,Engine Alert,High,Closed,DEN
IN0000521,FL0006868,AC00778,2026-05-11 03:43:00,Hydraulic Leak,Low,Investigating,SIN
IN0000522,FL0014286,AC01160,2026-01-14 14:46:00,Brake Issue,Medium,Resolved,SIN
IN0000523,FL0012426,AC00684,2026-03-08 18:40:00,Bird Strike,High,Closed,DXB
IN0000524,FL0007148,AC01183,2026-06-20 18:30:00,Engine Alert,Low,Resolved,DEL
IN0000525,FL0010161,AC01102,2026-03-14 09:57:00,Hydraulic Leak,Medium,Closed,SIN
IN0000526,FL0006539,AC00656,2026-06-23 18:14:00,Hydraulic Leak,High,Investigating,ORD
IN0000527,FL0010971,AC01132,2026-06-19 12:21:00,Turbulence,Low,Investigating,BOS
IN0000528,FL0010663,AC00880,2026-01-12 00:57:00,Hydraulic Leak,Low,Resolved,BOS
IN0000529,FL0003638,AC00596,2026-06-28 03:31:00,Bird Strike,Low,Open,DEN
IN0000530,FL0002990,AC01067,2026-05-10 15:16:00,Brake Issue,Medium,Investigating,LHR
IN0000531,FL0001220,AC00852,2026-04-28 13:01:00,Turbulence,High,Investigating,DXB
IN0000532,FL0006123,AC00120,2026-05-16 04:23:00,Brake Issue,Low,Open,DXB
IN0000533,FL0009625,AC00098,2026-03-06 18:05:00,Bird Strike,Medium,Resolved,DEL
IN0000534,FL0003589,AC01103,2026-05-18 20:25:00,Brake Issue,Low,Investigating,MIA
IN0000535,FL0010858,AC00321,2026-01-16 20:36:00,Turbulence,High,Resolved,LHR
IN0000536,FL0011826,AC00050,2026-01-29 17:56:00,Hydraulic Leak,High,Closed,DEL
IN0000537,FL0008708,AC00527,2026-04-10 20:02:00,Bird Strike,Low,Open,SIN
IN0000538,FL0009852,AC00542,2026-02-12 11:43:00,Navigation Error,Medium,Resolved,BOS
IN0000539,FL0003809,AC00007,2026-05-18 11:09:00,Navigation Error,High,Open,SIN
IN0000540,FL0012385,AC00053,2026-05-31 00:47:00,Weather Alert,Medium,Investigating,BOS
IN0000541,FL0004942,AC00713,2026-04-29 11:16:00,Navigation Error,Low,Resolved,SIN
IN0000542,FL0008510,AC00699,2026-06-08 09:32:00,Hydraulic Leak,Low,Closed,DFW
IN0000543,FL0012326,AC00043,2026-01-14 06:06:00,Bird Strike,Low,Resolved,LHR
IN0000544,FL0002052,AC00572,2026-01-04 12:48:00,Weather Alert,Low,Resolved,SEA
IN0000545,FL0008091,AC00078,2026-06-05 16:55:00,Bird Strike,High,Open,DXB
IN0000546,FL0014374,AC00911,2026-03-23 15:18:00,Turbulence,Medium,Closed,BOS
IN0000547,FL0001379,AC00890,2026-04-22 13:10:00,Weather Alert,Medium,Open,ATL
IN0000548,FL0002361,AC00472,2026-06-25 21:58:00,Engine Alert,Medium,Resolved,LAX
IN0000549,FL0001483,AC00505,2026-02-18 23:10:00,Turbulence,High,Resolved,DEL
IN0000550,FL0008008,AC00838,2026-03-23 00:18:00,Brake Issue,Low,Open,SIN
IN0000551,FL0004373,AC01088,2026-06-23 09:49:00,Engine Alert,Low,Closed,ATL
IN0000552,FL0014592,AC00560,2026-02-06 12:24:00,Turbulence,Low,Investigating,DEN
IN0000553,FL0013189,AC01049,2026-02-26 22:21:00,Weather Alert,Low,Resolved,DEN
IN0000554,FL0009422,AC00664,2026-04-09 09:01:00,Hydraulic Leak,Low,Investigating,LHR
IN0000555,FL0003734,AC00700,2026-04-16 01:47:00,Brake Issue,Medium,Open,DEN
IN0000556,FL0007749,AC00115,2026-03-15 06:58:00,Weather Alert,Low,Closed,LAX
IN0000557,FL0006763,AC00784,2026-05-01 06:58:00,Brake Issue,High,Resolved,DEL
IN0000558,FL0002910,AC00123,2026-01-15 18:51:00,Hydraulic Leak,Medium,Open,LAX
